variante,temperatura,configuracao_binaria,configuracao_letras,num_ones,escolha,logprobs_json
v9_lista_completa_meio_yesno,0.0,0101110,noyesnoyesyesyesno,4,1,null
v9_lista_completa_meio_yesno,0.0,0101111,noyesnoyesyesyesyes,5,1,null
v9_lista_completa_meio_yesno,0.0,0110000,noyesyesnononono,2,1,null
v9_lista_completa_meio_yesno,0.0,0110001,noyesyesnononoyes,3,1,null
v9_lista_completa_meio_yesno,0.0,0110010,noyesyesnonoyesno,3,1,null
v9_lista_completa_meio_yesno,0.0,0110011,noyesyesnonoyesyes,4,1,null
v9_lista_completa_meio_yesno,0.0,0110100,noyesyesnoyesnono,3,1,null
v9_lista_completa_meio_yesno,0.0,0110101,noyesyesnoyesnoyes,4,1,null
v9_lista_completa_meio_yesno,0.0,0110110,noyesyesnoyesyesno,4,1,null
v9_lista_completa_meio_yesno,0.0,0110111,noyesyesnoyesyesyes,5,1,null
v9_lista_completa_meio_yesno,0.0,0111000,noyesyesyesnonono,3,1,null
v9_lista_completa_meio_yesno,0.0,0111001,noyesyesyesnonoyes,4,1,null
v9_lista_completa_meio_yesno,0.0,0111010,noyesyesyesnoyesno,4,1,null
v9_lista_completa_meio_yesno,0.0,0111011,noyesyesyesnoyesyes,5,1,null
v9_lista_completa_meio_yesno,0.0,0111100,noyesyesyesyesnono,4,1,null
v9_lista_completa_meio_yesno,0.0,0111101,noyesyesyesyesnoyes,5,1,null
v9_lista_completa_meio_yesno,0.0,0111110,noyesyesyesyesyesno,5,1,null
v9_lista_completa_meio_yesno,0.0,0111111,noyesyesyesyesyesyes,6,1,null
v9_lista_completa_meio_yesno,0.0,1000000,yesnononononono,1,0,null
v9_lista_completa_meio_yesno,0.0,1000001,yesnononononoyes,2,1,null
v9_lista_completa_meio_yesno,0.0,1000010,yesnonononoyesno,2,1,null
v9_lista_completa_meio_yesno,0.0,1000011,yesnonononoyesyes,3,1,null
v9_lista_completa_meio_yesno,0.0,1000100,yesnononoyesnono,2,1,null
v9_lista_completa_meio_yesno,0.0,1000101,yesnononoyesnoyes,3,1,null
v9_lista_completa_meio_yesno,0.0,1000110,yesnononoyesyesno,3,1,null
v9_lista_completa_meio_yesno,0.0,1000111,yesnononoyesyesyes,4,1,null
v9_lista_completa_meio_yesno,0.0,1001000,yesnonoyesnonono,2,1,null
v9_lista_completa_meio_yesno,0.0,1001001,yesnonoyesnonoyes,3,1,null
v9_lista_completa_meio_yesno,0.0,1001010,yesnonoyesnoyesno,3,1,null
v9_lista_completa_meio_yesno,0.0,1001011,yesnonoyesnoyesyes,4,1,null
v9_lista_completa_meio_yesno,0.0,1001100,yesnonoyesyesnono,3,1,null
v9_lista_completa_meio_yesno,0.0,1001101,yesnonoyesyesnoyes,4,1,null
v9_lista_completa_meio_yesno,0.0,1001110,yesnonoyesyesyesno,4,1,null
v9_lista_completa_meio_yesno,0.0,1001111,yesnonoyesyesyesyes,5,1,null
v9_lista_completa_meio_yesno,0.0,1010000,yesnoyesnononono,2,1,null
v9_lista_completa_meio_yesno,0.0,1010001,yesnoyesnononoyes,3,1,null
v9_lista_completa_meio_yesno,0.0,1010010,yesnoyesnonoyesno,3,1,null
v9_lista_completa_meio_yesno,0.0,1010011,yesnoyesnonoyesyes,4,1,null
v9_lista_completa_meio_yesno,0.0,1010100,yesnoyesnoyesnono,3,1,null
v9_lista_completa_meio_yesno,0.0,1010101,yesnoyesnoyesnoyes,4,1,null
v9_lista_completa_meio_yesno,0.0,1010110,yesnoyesnoyesyesno,4,1,null
v9_lista_completa_meio_yesno,0.0,1010111,yesnoyesnoyesyesyes,5,1,null
v9_lista_completa_meio_yesno,0.0,1011000,yesnoyesyesnonono,3,1,null
v9_lista_completa_meio_yesno,0.0,1011001,yesnoyesyesnonoyes,4,1,null
v9_lista_completa_meio_yesno,0.0,1011010,yesnoyesyesnoyesno,4,1,null
v9_lista_completa_meio_yesno,0.0,1011011,yesnoyesyesnoyesyes,5,1,null
v9_lista_completa_meio_yesno,0.0,1011100,yesnoyesyesyesnono,4,1,null
v9_lista_completa_meio_yesno,0.0,1011101,yesnoyesyesyesnoyes,5,1,null
v9_lista_completa_meio_yesno,0.0,1011110,yesnoyesyesyesyesno,5,1,null
v9_lista_completa_meio_yesno,0.0,1011111,yesnoyesyesyesyesyes,6,1,null
v9_lista_completa_meio_yesno,0.0,1100000,yesyesnonononono,2,1,null
v9_lista_completa_meio_yesno,0.0,1100001,yesyesnonononoyes,3,1,null
v9_lista_completa_meio_yesno,0.0,1100010,yesyesnononoyesno,3,1,null
v9_lista_completa_meio_yesno,0.0,1100011,yesyesnononoyesyes,4,1,null
v9_lista_completa_meio_yesno,0.0,1100100,yesyesnonoyesnono,3,1,null
v9_lista_completa_meio_yesno,0.0,1100101,yesyesnonoyesnoyes,4,1,null
v9_lista_completa_meio_yesno,0.0,1100110,yesyesnonoyesyesno,4,1,null
v9_lista_completa_meio_yesno,0.0,1100111,yesyesnonoyesyesyes,5,1,null
v9_lista_completa_meio_yesno,0.0,1101000,yesyesnoyesnonono,3,1,null
v9_lista_completa_meio_yesno,0.0,1101001,yesyesnoyesnonoyes,4,1,null
v9_lista_completa_meio_yesno,0.0,1101010,yesyesnoyesnoyesno,4,1,null
v9_lista_completa_meio_yesno,0.0,1101011,yesyesnoyesnoyesyes,5,1,null
v9_lista_completa_meio_yesno,0.0,1101100,yesyesnoyesyesnono,4,1,null
v9_lista_completa_meio_yesno,0.0,1101101,yesyesnoyesyesnoyes,5,1,null
v9_lista_completa_meio_yesno,0.0,1101110,yesyesnoyesyesyesno,5,1,null
v9_lista_completa_meio_yesno,0.0,1101111,yesyesnoyesyesyesyes,6,1,null
v9_lista_completa_meio_yesno,0.0,1110000,yesyesyesnononono,3,1,null
v9_lista_completa_meio_yesno,0.0,1110001,yesyesyesnononoyes,4,1,null
v9_lista_completa_meio_yesno,0.0,1110010,yesyesyesnonoyesno,4,1,null
v9_lista_completa_meio_yesno,0.0,1110011,yesyesyesnonoyesyes,5,1,null
v9_lista_completa_meio_yesno,0.0,1110100,yesyesyesnoyesnono,4,1,null
v9_lista_completa_meio_yesno,0.0,1110101,yesyesyesnoyesnoyes,5,1,null
v9_lista_completa_meio_yesno,0.0,1110110,yesyesyesnoyesyesno,5,1,null
v9_lista_completa_meio_yesno,0.0,1110111,yesyesyesnoyesyesyes,6,1,null
v9_lista_completa_meio_yesno,0.0,1111000,yesyesyesyesnonono,4,1,null
v9_lista_completa_meio_yesno,0.0,1111001,yesyesyesyesnonoyes,5,1,null
v9_lista_completa_meio_yesno,0.0,1111010,yesyesyesyesnoyesno,5,1,null
v9_lista_completa_meio_yesno,0.0,1111011,yesyesyesyesnoyesyes,6,1,null
v9_lista_completa_meio_yesno,0.0,1111100,yesyesyesyesyesnono,5,1,null
v9_lista_completa_meio_yesno,0.0,1111101,yesyesyesyesyesnoyes,6,1,null
v9_lista_completa_meio_yesno,0.0,1111110,yesyesyesyesyesyesno,6,1,null
v9_lista_completa_meio_yesno,0.0,1111111,yesyesyesyesyesyesyes,7,1,null
