variante,temperatura,configuracao_binaria,configuracao_letras,num_ones,escolha
v9_lista_completa_meio_pq,0.0,00000110000,pppppqqpppp,2,1
v9_lista_completa_meio_pq,0.0,00000110001,pppppqqpppq,3,1
v9_lista_completa_meio_pq,0.0,00000110010,pppppqqppqp,3,1
v9_lista_completa_meio_pq,0.0,00000110011,pppppqqppqq,4,1
v9_lista_completa_meio_pq,0.0,00000110100,pppppqqpqpp,3,1
v9_lista_completa_meio_pq,0.0,00000110101,pppppqqpqpq,4,1
v9_lista_completa_meio_pq,0.0,00000110110,pppppqqpqqp,4,1
v9_lista_completa_meio_pq,0.0,00000110111,pppppqqpqqq,5,1
v9_lista_completa_meio_pq,0.0,00000111000,pppppqqqppp,3,1
v9_lista_completa_meio_pq,0.0,00000111001,pppppqqqppq,4,1
v9_lista_completa_meio_pq,0.0,00000111010,pppppqqqpqp,4,1
v9_lista_completa_meio_pq,0.0,00000111011,pppppqqqpqq,5,1
v9_lista_completa_meio_pq,0.0,00000111100,pppppqqqqpp,4,1
v9_lista_completa_meio_pq,0.0,00000111101,pppppqqqqpq,5,1
v9_lista_completa_meio_pq,0.0,00000111110,pppppqqqqqp,5,1
v9_lista_completa_meio_pq,0.0,00000111111,pppppqqqqqq,6,1
v9_lista_completa_meio_pq,0.0,00001000000,ppppqpppppp,1,0
v9_lista_completa_meio_pq,0.0,00001000001,ppppqpppppq,2,0
v9_lista_completa_meio_pq,0.0,00001000010,ppppqppppqp,2,0
v9_lista_completa_meio_pq,0.0,00001000011,ppppqppppqq,3,0
v9_lista_completa_meio_pq,0.0,00001000100,ppppqpppqpp,2,0
v9_lista_completa_meio_pq,0.0,00001000101,ppppqpppqpq,3,0
v9_lista_completa_meio_pq,0.0,00001000110,ppppqpppqqp,3,0
v9_lista_completa_meio_pq,0.0,00001000111,ppppqpppqqq,4,0
v9_lista_completa_meio_pq,0.0,00001001000,ppppqppqppp,2,0
v9_lista_completa_meio_pq,0.0,00001001001,ppppqppqppq,3,0
v9_lista_completa_meio_pq,0.0,00001001010,ppppqppqpqp,3,0
v9_lista_completa_meio_pq,0.0,00001001011,ppppqppqpqq,4,0
v9_lista_completa_meio_pq,0.0,00001001100,ppppqppqqpp,3,0
v9_lista_completa_meio_pq,0.0,00001001101,ppppqppqqpq,4,0
v9_lista_completa_meio_pq,0.0,00001001110,ppppqppqqqp,4,0
v9_lista_completa_meio_pq,0.0,00001001111,ppppqppqqqq,5,0
v9_lista_completa_meio_pq,0.0,00001010000,ppppqpqpppp,2,0
v9_lista_completa_meio_pq,0.0,00001010001,ppppqpqpppq,3,0
v9_lista_completa_meio_pq,0.0,00001010010,ppppqpqppqp,3,0
v9_lista_completa_meio_pq,0.0,00001010011,ppppqpqppqq,4,0
v9_lista_completa_meio_pq,0.0,00001010100,ppppqpqpqpp,3,0
v9_lista_completa_meio_pq,0.0,00001010101,ppppqpqpqpq,4,1
v9_lista_completa_meio_pq,0.0,00001010110,ppppqpqpqqp,4,0
v9_lista_completa_meio_pq,0.0,00001010111,ppppqpqpqqq,5,1
v9_lista_completa_meio_pq,0.0,00001011000,ppppqpqqppp,3,0
v9_lista_completa_meio_pq,0.0,00001011001,ppppqpqqppq,4,0
v9_lista_completa_meio_pq,0.0,00001011010,ppppqpqqpqp,4,0
v9_lista_completa_meio_pq,0.0,00001011011,ppppqpqqpqq,5,1
v9_lista_completa_meio_pq,0.0,00001011100,ppppqpqqqpp,4,0
v9_lista_completa_meio_pq,0.0,00001011101,ppppqpqqqpq,5,1
v9_lista_completa_meio_pq,0.0,00001011110,ppppqpqqqqp,5,1
v9_lista_completa_meio_pq,0.0,00001011111,ppppqpqqqqq,6,1
v9_lista_completa_meio_pq,0.0,00001100000,ppppqqppppp,2,1
v9_lista_completa_meio_pq,0.0,00001100001,ppppqqppppq,3,1
v9_lista_completa_meio_pq,0.0,00001100010,ppppqqpppqp,3,1
v9_lista_completa_meio_pq,0.0,00001100011,ppppqqpppqq,4,1
v9_lista_completa_meio_pq,0.0,00001100100,ppppqqppqpp,3,1
v9_lista_completa_meio_pq,0.0,00001100101,ppppqqppqpq,4,1
v9_lista_completa_meio_pq,0.0,00001100110,ppppqqppqqp,4,1
v9_lista_completa_meio_pq,0.0,00001100111,ppppqqppqqq,5,1
v9_lista_completa_meio_pq,0.0,00001101000,ppppqqpqppp,3,1
v9_lista_completa_meio_pq,0.0,00001101001,ppppqqpqppq,4,1
v9_lista_completa_meio_pq,0.0,00001101010,ppppqqpqpqp,4,1
v9_lista_completa_meio_pq,0.0,00001101011,ppppqqpqpqq,5,1
v9_lista_completa_meio_pq,0.0,00001101100,ppppqqpqqpp,4,1
v9_lista_completa_meio_pq,0.0,00001101101,ppppqqpqqpq,5,1
v9_lista_completa_meio_pq,0.0,00001101110,ppppqqpqqqp,5,1
v9_lista_completa_meio_pq,0.0,00001101111,ppppqqpqqqq,6,1
v9_lista_completa_meio_pq,0.0,00001110000,ppppqqqpppp,3,1
v9_lista_completa_meio_pq,0.0,00001110001,ppppqqqpppq,4,1
v9_lista_completa_meio_pq,0.0,00001110010,ppppqqqppqp,4,1
v9_lista_completa_meio_pq,0.0,00001110011,ppppqqqppqq,5,1
v9_lista_completa_meio_pq,0.0,00001110100,ppppqqqpqpp,4,1
v9_lista_completa_meio_pq,0.0,00001110101,ppppqqqpqpq,5,1
v9_lista_completa_meio_pq,0.0,00001110110,ppppqqqpqqp,5,1
v9_lista_completa_meio_pq,0.0,00001110111,ppppqqqpqqq,6,1
v9_lista_completa_meio_pq,0.0,00001111000,ppppqqqqppp,4,1
v9_lista_completa_meio_pq,0.0,00001111001,ppppqqqqppq,5,1
v9_lista_completa_meio_pq,0.0,00001111010,ppppqqqqpqp,5,1
v9_lista_completa_meio_pq,0.0,00001111011,ppppqqqqpqq,6,1
v9_lista_completa_meio_pq,0.0,00001111100,ppppqqqqqpp,5,1
v9_lista_completa_meio_pq,0.0,00001111101,ppppqqqqqpq,6,1
v9_lista_completa_meio_pq,0.0,00001111110,ppppqqqqqqp,6,1
v9_lista_completa_meio_pq,0.0,00001111111,ppppqqqqqqq,7,1
v9_lista_completa_meio_pq,0.0,00010000000,pppqppppppp,1,0
v9_lista_completa_meio_pq,0.0,00010000001,pppqppppppq,2,0
v9_lista_completa_meio_pq,0.0,00010000010,pppqpppppqp,2,0
v9_lista_completa_meio_pq,0.0,00010000011,pppqpppppqq,3,0
v9_lista_completa_meio_pq,0.0,00010000100,pppqppppqpp,2,0
v9_lista_completa_meio_pq,0.0,00010000101,pppqppppqpq,3,0
v9_lista_completa_meio_pq,0.0,00010000110,pppqppppqqp,3,0
v9_lista_completa_meio_pq,0.0,00010000111,pppqppppqqq,4,0
v9_lista_completa_meio_pq,0.0,00010001000,pppqpppqppp,2,0
v9_lista_completa_meio_pq,0.0,00010001001,pppqpppqppq,3,0
v9_lista_completa_meio_pq,0.0,00010001010,pppqpppqpqp,3,0
v9_lista_completa_meio_pq,0.0,00010001011,pppqpppqpqq,4,0
v9_lista_completa_meio_pq,0.0,00010001100,pppqpppqqpp,3,0
v9_lista_completa_meio_pq,0.0,00010001101,pppqpppqqpq,4,0
v9_lista_completa_meio_pq,0.0,00010001110,pppqpppqqqp,4,0
v9_lista_completa_meio_pq,0.0,00010001111,pppqpppqqqq,5,0
v9_lista_completa_meio_pq,0.0,00010010000,pppqppqpppp,2,0
v9_lista_completa_meio_pq,0.0,00010010001,pppqppqpppq,3,0
v9_lista_completa_meio_pq,0.0,00010010010,pppqppqppqp,3,0
v9_lista_completa_meio_pq,0.0,00010010011,pppqppqppqq,4,0
v9_lista_completa_meio_pq,0.0,00010010100,pppqppqpqpp,3,0
v9_lista_completa_meio_pq,0.0,00010010101,pppqppqpqpq,4,0
v9_lista_completa_meio_pq,0.0,00010010110,pppqppqpqqp,4,0
v9_lista_completa_meio_pq,0.0,00010010111,pppqppqpqqq,5,0
v9_lista_completa_meio_pq,0.0,00010011000,pppqppqqppp,3,0
v9_lista_completa_meio_pq,0.0,00010011001,pppqppqqppq,4,0
v9_lista_completa_meio_pq,0.0,00010011010,pppqppqqpqp,4,0
v9_lista_completa_meio_pq,0.0,00010011011,pppqppqqpqq,5,1
v9_lista_completa_meio_pq,0.0,00010011100,pppqppqqqpp,4,0
v9_lista_completa_meio_pq,0.0,00010011101,pppqppqqqpq,5,1
v9_lista_completa_meio_pq,0.0,00010011110,pppqppqqqqp,5,0
v9_lista_completa_meio_pq,0.0,00010011111,pppqppqqqqq,6,1
v9_lista_completa_meio_pq,0.0,00010100000,pppqpqppppp,2,1
v9_lista_completa_meio_pq,0.0,00010100001,pppqpqppppq,3,1
v9_lista_completa_meio_pq,0.0,00010100010,pppqpqpppqp,3,1
v9_lista_completa_meio_pq,0.0,00010100011,pppqpqpppqq,4,1
v9_lista_completa_meio_pq,0.0,00010100100,pppqpqppqpp,3,1
v9_lista_completa_meio_pq,0.0,00010100101,pppqpqppqpq,4,1
v9_lista_completa_meio_pq,0.0,00010100110,pppqpqppqqp,4,1
v9_lista_completa_meio_pq,0.0,00010100111,pppqpqppqqq,5,1
v9_lista_completa_meio_pq,0.0,00010101000,pppqpqpqppp,3,1
v9_lista_completa_meio_pq,0.0,00010101001,pppqpqpqppq,4,1
v9_lista_completa_meio_pq,0.0,00010101010,pppqpqpqpqp,4,1
v9_lista_completa_meio_pq,0.0,00010101011,pppqpqpqpqq,5,1
v9_lista_completa_meio_pq,0.0,00010101100,pppqpqpqqpp,4,1
v9_lista_completa_meio_pq,0.0,00010101101,pppqpqpqqpq,5,1
v9_lista_completa_meio_pq,0.0,00010101110,pppqpqpqqqp,5,1
v9_lista_completa_meio_pq,0.0,00010101111,pppqpqpqqqq,6,1
v9_lista_completa_meio_pq,0.0,00010110000,pppqpqqpppp,3,1
v9_lista_completa_meio_pq,0.0,00010110001,pppqpqqpppq,4,1
v9_lista_completa_meio_pq,0.0,00010110010,pppqpqqppqp,4,1
v9_lista_completa_meio_pq,0.0,00010110011,pppqpqqppqq,5,1
v9_lista_completa_meio_pq,0.0,00010110100,pppqpqqpqpp,4,1
v9_lista_completa_meio_pq,0.0,00010110101,pppqpqqpqpq,5,1
v9_lista_completa_meio_pq,0.0,00010110110,pppqpqqpqqp,5,1
v9_lista_completa_meio_pq,0.0,00010110111,pppqpqqpqqq,6,1
v9_lista_completa_meio_pq,0.0,00010111000,pppqpqqqppp,4,1
v9_lista_completa_meio_pq,0.0,00010111001,pppqpqqqppq,5,1
v9_lista_completa_meio_pq,0.0,00010111010,pppqpqqqpqp,5,1
v9_lista_completa_meio_pq,0.0,00010111011,pppqpqqqpqq,6,1
v9_lista_completa_meio_pq,0.0,00010111100,pppqpqqqqpp,5,1
v9_lista_completa_meio_pq,0.0,00010111101,pppqpqqqqpq,6,1
v9_lista_completa_meio_pq,0.0,00010111110,pppqpqqqqqp,6,1
v9_lista_completa_meio_pq,0.0,00010111111,pppqpqqqqqq,7,1
v9_lista_completa_meio_pq,0.0,00011000000,pppqqpppppp,2,0
v9_lista_completa_meio_pq,0.0,00011000001,pppqqpppppq,3,0
v9_lista_completa_meio_pq,0.0,00011000010,pppqqppppqp,3,0
v9_lista_completa_meio_pq,0.0,00011000011,pppqqppppqq,4,0
v9_lista_completa_meio_pq,0.0,00011000100,pppqqpppqpp,3,0
v9_lista_completa_meio_pq,0.0,00011000101,pppqqpppqpq,4,0
v9_lista_completa_meio_pq,0.0,00011000110,pppqqpppqqp,4,0
v9_lista_completa_meio_pq,0.0,00011000111,pppqqpppqqq,5,0
v9_lista_completa_meio_pq,0.0,00011001000,pppqqppqppp,3,0
v9_lista_completa_meio_pq,0.0,00011001001,pppqqppqppq,4,0
v9_lista_completa_meio_pq,0.0,00011001010,pppqqppqpqp,4,0
v9_lista_completa_meio_pq,0.0,00011001011,pppqqppqpqq,5,0
v9_lista_completa_meio_pq,0.0,00011001100,pppqqppqqpp,4,0
v9_lista_completa_meio_pq,0.0,00011001101,pppqqppqqpq,5,0
v9_lista_completa_meio_pq,0.0,00011001110,pppqqppqqqp,5,0
v9_lista_completa_meio_pq,0.0,00011001111,pppqqppqqqq,6,1
v9_lista_completa_meio_pq,0.0,00011010000,pppqqpqpppp,3,0
v9_lista_completa_meio_pq,0.0,00011010001,pppqqpqpppq,4,0
v9_lista_completa_meio_pq,0.0,00011010010,pppqqpqppqp,4,0
v9_lista_completa_meio_pq,0.0,00011010011,pppqqpqppqq,5,0
v9_lista_completa_meio_pq,0.0,00011010100,pppqqpqpqpp,4,0
v9_lista_completa_meio_pq,0.0,00011010101,pppqqpqpqpq,5,1
v9_lista_completa_meio_pq,0.0,00011010110,pppqqpqpqqp,5,0
v9_lista_completa_meio_pq,0.0,00011010111,pppqqpqpqqq,6,1
v9_lista_completa_meio_pq,0.0,00011011000,pppqqpqqppp,4,0
v9_lista_completa_meio_pq,0.0,00011011001,pppqqpqqppq,5,1
v9_lista_completa_meio_pq,0.0,00011011010,pppqqpqqpqp,5,0
v9_lista_completa_meio_pq,0.0,00011011011,pppqqpqqpqq,6,1
v9_lista_completa_meio_pq,0.0,00011011100,pppqqpqqqpp,5,1
v9_lista_completa_meio_pq,0.0,00011011101,pppqqpqqqpq,6,1
v9_lista_completa_meio_pq,0.0,00011011110,pppqqpqqqqp,6,1
v9_lista_completa_meio_pq,0.0,00011011111,pppqqpqqqqq,7,1
v9_lista_completa_meio_pq,0.0,00011100000,pppqqqppppp,3,1
v9_lista_completa_meio_pq,0.0,00011100001,pppqqqppppq,4,1
v9_lista_completa_meio_pq,0.0,00011100010,pppqqqpppqp,4,1
v9_lista_completa_meio_pq,0.0,00011100011,pppqqqpppqq,5,1
v9_lista_completa_meio_pq,0.0,00011100100,pppqqqppqpp,4,1
v9_lista_completa_meio_pq,0.0,00011100101,pppqqqppqpq,5,1
v9_lista_completa_meio_pq,0.0,00011100110,pppqqqppqqp,5,1
v9_lista_completa_meio_pq,0.0,00011100111,pppqqqppqqq,6,1
v9_lista_completa_meio_pq,0.0,00011101000,pppqqqpqppp,4,1
v9_lista_completa_meio_pq,0.0,00011101001,pppqqqpqppq,5,1
v9_lista_completa_meio_pq,0.0,00011101010,pppqqqpqpqp,5,1
v9_lista_completa_meio_pq,0.0,00011101011,pppqqqpqpqq,6,1
v9_lista_completa_meio_pq,0.0,00011101100,pppqqqpqqpp,5,1
v9_lista_completa_meio_pq,0.0,00011101101,pppqqqpqqpq,6,1
v9_lista_completa_meio_pq,0.0,00011101110,pppqqqpqqqp,6,1
v9_lista_completa_meio_pq,0.0,00011101111,pppqqqpqqqq,7,1
v9_lista_completa_meio_pq,0.0,00011110000,pppqqqqpppp,4,1
v9_lista_completa_meio_pq,0.0,00011110001,pppqqqqpppq,5,1
v9_lista_completa_meio_pq,0.0,00011110010,pppqqqqppqp,5,1
v9_lista_completa_meio_pq,0.0,00011110011,pppqqqqppqq,6,1
v9_lista_completa_meio_pq,0.0,00011110100,pppqqqqpqpp,5,1
v9_lista_completa_meio_pq,0.0,00011110101,pppqqqqpqpq,6,1
v9_lista_completa_meio_pq,0.0,00011110110,pppqqqqpqqp,6,1
v9_lista_completa_meio_pq,0.0,00011110111,pppqqqqpqqq,7,1
v9_lista_completa_meio_pq,0.0,00011111000,pppqqqqqppp,5,1
v9_lista_completa_meio_pq,0.0,00011111001,pppqqqqqppq,6,1
v9_lista_completa_meio_pq,0.0,00011111010,pppqqqqqpqp,6,1
v9_lista_completa_meio_pq,0.0,00011111011,pppqqqqqpqq,7,1
v9_lista_completa_meio_pq,0.0,00011111100,pppqqqqqqpp,6,1
v9_lista_completa_meio_pq,0.0,00011111101,pppqqqqqqpq,7,1
v9_lista_completa_meio_pq,0.0,00011111110,pppqqqqqqqp,7,1
v9_lista_completa_meio_pq,0.0,00011111111,pppqqqqqqqq,8,1
v9_lista_completa_meio_pq,0.0,00100000000,ppqpppppppp,1,0
v9_lista_completa_meio_pq,0.0,00100000001,ppqpppppppq,2,0
v9_lista_completa_meio_pq,0.0,00100000010,ppqppppppqp,2,0
v9_lista_completa_meio_pq,0.0,00100000011,ppqppppppqq,3,0
v9_lista_completa_meio_pq,0.0,00100000100,ppqpppppqpp,2,0
v9_lista_completa_meio_pq,0.0,00100000101,ppqpppppqpq,3,0
v9_lista_completa_meio_pq,0.0,00100000110,ppqpppppqqp,3,0
v9_lista_completa_meio_pq,0.0,00100000111,ppqpppppqqq,4,0
v9_lista_completa_meio_pq,0.0,00100001000,ppqppppqppp,2,0
v9_lista_completa_meio_pq,0.0,00100001001,ppqppppqppq,3,0
v9_lista_completa_meio_pq,0.0,00100001010,ppqppppqpqp,3,0
v9_lista_completa_meio_pq,0.0,00100001011,ppqppppqpqq,4,0
v9_lista_completa_meio_pq,0.0,00100001100,ppqppppqqpp,3,0
v9_lista_completa_meio_pq,0.0,00100001101,ppqppppqqpq,4,0
v9_lista_completa_meio_pq,0.0,00100001110,ppqppppqqqp,4,0
v9_lista_completa_meio_pq,0.0,00100001111,ppqppppqqqq,5,0
v9_lista_completa_meio_pq,0.0,00100010000,ppqpppqpppp,2,0
v9_lista_completa_meio_pq,0.0,00100010001,ppqpppqpppq,3,0
v9_lista_completa_meio_pq,0.0,00100010010,ppqpppqppqp,3,0
v9_lista_completa_meio_pq,0.0,00100010011,ppqpppqppqq,4,0
v9_lista_completa_meio_pq,0.0,00100010100,ppqpppqpqpp,3,0
v9_lista_completa_meio_pq,0.0,00100010101,ppqpppqpqpq,4,0
v9_lista_completa_meio_pq,0.0,00100010110,ppqpppqpqqp,4,0
v9_lista_completa_meio_pq,0.0,00100010111,ppqpppqpqqq,5,0
v9_lista_completa_meio_pq,0.0,00100011000,ppqpppqqppp,3,0
v9_lista_completa_meio_pq,0.0,00100011001,ppqpppqqppq,4,0
v9_lista_completa_meio_pq,0.0,00100011010,ppqpppqqpqp,4,0
v9_lista_completa_meio_pq,0.0,00100011011,ppqpppqqpqq,5,0
v9_lista_completa_meio_pq,0.0,00100011100,ppqpppqqqpp,4,0
v9_lista_completa_meio_pq,0.0,00100011101,ppqpppqqqpq,5,1
v9_lista_completa_meio_pq,0.0,00100011110,ppqpppqqqqp,5,1
v9_lista_completa_meio_pq,0.0,00100011111,ppqpppqqqqq,6,1
v9_lista_completa_meio_pq,0.0,00100100000,ppqppqppppp,2,1
v9_lista_completa_meio_pq,0.0,00100100001,ppqppqppppq,3,1
v9_lista_completa_meio_pq,0.0,00100100010,ppqppqpppqp,3,1
v9_lista_completa_meio_pq,0.0,00100100011,ppqppqpppqq,4,1
v9_lista_completa_meio_pq,0.0,00100100100,ppqppqppqpp,3,1
v9_lista_completa_meio_pq,0.0,00100100101,ppqppqppqpq,4,1
v9_lista_completa_meio_pq,0.0,00100100110,ppqppqppqqp,4,1
v9_lista_completa_meio_pq,0.0,00100100111,ppqppqppqqq,5,1
v9_lista_completa_meio_pq,0.0,00100101000,ppqppqpqppp,3,1
v9_lista_completa_meio_pq,0.0,00100101001,ppqppqpqppq,4,1
v9_lista_completa_meio_pq,0.0,00100101010,ppqppqpqpqp,4,1
v9_lista_completa_meio_pq,0.0,00100101011,ppqppqpqpqq,5,1
v9_lista_completa_meio_pq,0.0,00100101100,ppqppqpqqpp,4,1
v9_lista_completa_meio_pq,0.0,00100101101,ppqppqpqqpq,5,1
v9_lista_completa_meio_pq,0.0,00100101110,ppqppqpqqqp,5,1
v9_lista_completa_meio_pq,0.0,00100101111,ppqppqpqqqq,6,1
v9_lista_completa_meio_pq,0.0,00100110000,ppqppqqpppp,3,1
v9_lista_completa_meio_pq,0.0,00100110001,ppqppqqpppq,4,1
v9_lista_completa_meio_pq,0.0,00100110010,ppqppqqppqp,4,1
v9_lista_completa_meio_pq,0.0,00100110011,ppqppqqppqq,5,1
v9_lista_completa_meio_pq,0.0,00100110100,ppqppqqpqpp,4,1
v9_lista_completa_meio_pq,0.0,00100110101,ppqppqqpqpq,5,1
v9_lista_completa_meio_pq,0.0,00100110110,ppqppqqpqqp,5,1
v9_lista_completa_meio_pq,0.0,00100110111,ppqppqqpqqq,6,1
v9_lista_completa_meio_pq,0.0,00100111000,ppqppqqqppp,4,1
v9_lista_completa_meio_pq,0.0,00100111001,ppqppqqqppq,5,1
v9_lista_completa_meio_pq,0.0,00100111010,ppqppqqqpqp,5,1
v9_lista_completa_meio_pq,0.0,00100111011,ppqppqqqpqq,6,1
v9_lista_completa_meio_pq,0.0,00100111100,ppqppqqqqpp,5,1
v9_lista_completa_meio_pq,0.0,00100111101,ppqppqqqqpq,6,1
v9_lista_completa_meio_pq,0.0,00100111110,ppqppqqqqqp,6,1
v9_lista_completa_meio_pq,0.0,00100111111,ppqppqqqqqq,7,1
v9_lista_completa_meio_pq,0.0,00101000000,ppqpqpppppp,2,0
v9_lista_completa_meio_pq,0.0,00101000001,ppqpqpppppq,3,0
v9_lista_completa_meio_pq,0.0,00101000010,ppqpqppppqp,3,0
v9_lista_completa_meio_pq,0.0,00101000011,ppqpqppppqq,4,0
v9_lista_completa_meio_pq,0.0,00101000100,ppqpqpppqpp,3,0
v9_lista_completa_meio_pq,0.0,00101000101,ppqpqpppqpq,4,0
v9_lista_completa_meio_pq,0.0,00101000110,ppqpqpppqqp,4,0
v9_lista_completa_meio_pq,0.0,00101000111,ppqpqpppqqq,5,0
v9_lista_completa_meio_pq,0.0,00101001000,ppqpqppqppp,3,0
v9_lista_completa_meio_pq,0.0,00101001001,ppqpqppqppq,4,0
v9_lista_completa_meio_pq,0.0,00101001010,ppqpqppqpqp,4,0
v9_lista_completa_meio_pq,0.0,00101001011,ppqpqppqpqq,5,0
v9_lista_completa_meio_pq,0.0,00101001100,ppqpqppqqpp,4,0
v9_lista_completa_meio_pq,0.0,00101001101,ppqpqppqqpq,5,1
v9_lista_completa_meio_pq,0.0,00101001110,ppqpqppqqqp,5,0
v9_lista_completa_meio_pq,0.0,00101001111,ppqpqppqqqq,6,1
v9_lista_completa_meio_pq,0.0,00101010000,ppqpqpqpppp,3,0
v9_lista_completa_meio_pq,0.0,00101010001,ppqpqpqpppq,4,0
v9_lista_completa_meio_pq,0.0,00101010010,ppqpqpqppqp,4,0
v9_lista_completa_meio_pq,0.0,00101010011,ppqpqpqppqq,5,0
v9_lista_completa_meio_pq,0.0,00101010100,ppqpqpqpqpp,4,0
v9_lista_completa_meio_pq,0.0,00101010101,ppqpqpqpqpq,5,1
v9_lista_completa_meio_pq,0.0,00101010110,ppqpqpqpqqp,5,0
v9_lista_completa_meio_pq,0.0,00101010111,ppqpqpqpqqq,6,1
v9_lista_completa_meio_pq,0.0,00101011000,ppqpqpqqppp,4,0
v9_lista_completa_meio_pq,0.0,00101011001,ppqpqpqqppq,5,1
v9_lista_completa_meio_pq,0.0,00101011010,ppqpqpqqpqp,5,1
v9_lista_completa_meio_pq,0.0,00101011011,ppqpqpqqpqq,6,1
v9_lista_completa_meio_pq,0.0,00101011100,ppqpqpqqqpp,5,1
v9_lista_completa_meio_pq,0.0,00101011101,ppqpqpqqqpq,6,1
v9_lista_completa_meio_pq,0.0,00101011110,ppqpqpqqqqp,6,1
v9_lista_completa_meio_pq,0.0,00101011111,ppqpqpqqqqq,7,1
v9_lista_completa_meio_pq,0.0,00101100000,ppqpqqppppp,3,1
v9_lista_completa_meio_pq,0.0,00101100001,ppqpqqppppq,4,1
v9_lista_completa_meio_pq,0.0,00101100010,ppqpqqpppqp,4,1
v9_lista_completa_meio_pq,0.0,00101100011,ppqpqqpppqq,5,1
v9_lista_completa_meio_pq,0.0,00101100100,ppqpqqppqpp,4,1
v9_lista_completa_meio_pq,0.0,00101100101,ppqpqqppqpq,5,1
v9_lista_completa_meio_pq,0.0,00101100110,ppqpqqppqqp,5,1
v9_lista_completa_meio_pq,0.0,00101100111,ppqpqqppqqq,6,1
v9_lista_completa_meio_pq,0.0,00101101000,ppqpqqpqppp,4,1
v9_lista_completa_meio_pq,0.0,00101101001,ppqpqqpqppq,5,1
v9_lista_completa_meio_pq,0.0,00101101010,ppqpqqpqpqp,5,1
v9_lista_completa_meio_pq,0.0,00101101011,ppqpqqpqpqq,6,1
v9_lista_completa_meio_pq,0.0,00101101100,ppqpqqpqqpp,5,1
