variante,temperatura,configuracao_binaria,configuracao_letras,num_ones,escolha
v9_lista_completa_meio_ab,0.0,00001001111,aaaabaabbbb,5,1
v9_lista_completa_meio_ab,0.0,00001010000,aaaababaaaa,2,0
v9_lista_completa_meio_ab,0.0,00001010001,aaaababaaab,3,0
v9_lista_completa_meio_ab,0.0,00001010010,aaaababaaba,3,0
v9_lista_completa_meio_ab,0.0,00001010011,aaaababaabb,4,0
v9_lista_completa_meio_ab,0.0,00001010100,aaaabababaa,3,0
v9_lista_completa_meio_ab,0.0,00001010101,aaaabababab,4,0
v9_lista_completa_meio_ab,0.0,00001010110,aaaabababba,4,0
v9_lista_completa_meio_ab,0.0,00001010111,aaaabababbb,5,1
v9_lista_completa_meio_ab,0.0,00001011000,aaaababbaaa,3,0
v9_lista_completa_meio_ab,0.0,00001011001,aaaababbaab,4,0
v9_lista_completa_meio_ab,0.0,00001011010,aaaababbaba,4,0
v9_lista_completa_meio_ab,0.0,00001011011,aaaababbabb,5,1
v9_lista_completa_meio_ab,0.0,00001011100,aaaababbbaa,4,0
v9_lista_completa_meio_ab,0.0,00001011101,aaaababbbab,5,1
v9_lista_completa_meio_ab,0.0,00001011110,aaaababbbba,5,1
v9_lista_completa_meio_ab,0.0,00001011111,aaaababbbbb,6,1
v9_lista_completa_meio_ab,0.0,00001100000,aaaabbaaaaa,2,1
v9_lista_completa_meio_ab,0.0,00001100001,aaaabbaaaab,3,1
v9_lista_completa_meio_ab,0.0,00001100010,aaaabbaaaba,3,1
v9_lista_completa_meio_ab,0.0,00001100011,aaaabbaaabb,4,1
v9_lista_completa_meio_ab,0.0,00001100100,aaaabbaabaa,3,1
v9_lista_completa_meio_ab,0.0,00001100101,aaaabbaabab,4,1
v9_lista_completa_meio_ab,0.0,00001100110,aaaabbaabba,4,1
v9_lista_completa_meio_ab,0.0,00001100111,aaaabbaabbb,5,1
v9_lista_completa_meio_ab,0.0,00001101000,aaaabbabaaa,3,1
v9_lista_completa_meio_ab,0.0,00001101001,aaaabbabaab,4,1
v9_lista_completa_meio_ab,0.0,00001101010,aaaabbababa,4,1
v9_lista_completa_meio_ab,0.0,00001101011,aaaabbababb,5,1
v9_lista_completa_meio_ab,0.0,00001101100,aaaabbabbaa,4,1
v9_lista_completa_meio_ab,0.0,00001101101,aaaabbabbab,5,1
v9_lista_completa_meio_ab,0.0,00001101110,aaaabbabbba,5,1
v9_lista_completa_meio_ab,0.0,00001101111,aaaabbabbbb,6,1
v9_lista_completa_meio_ab,0.0,00001110000,aaaabbbaaaa,3,1
v9_lista_completa_meio_ab,0.0,00001110001,aaaabbbaaab,4,1
v9_lista_completa_meio_ab,0.0,00001110010,aaaabbbaaba,4,1
v9_lista_completa_meio_ab,0.0,00001110011,aaaabbbaabb,5,1
v9_lista_completa_meio_ab,0.0,00001110100,aaaabbbabaa,4,1
v9_lista_completa_meio_ab,0.0,00001110101,aaaabbbabab,5,1
v9_lista_completa_meio_ab,0.0,00001110110,aaaabbbabba,5,1
v9_lista_completa_meio_ab,0.0,00001110111,aaaabbbabbb,6,1
v9_lista_completa_meio_ab,0.0,00001111000,aaaabbbbaaa,4,1
v9_lista_completa_meio_ab,0.0,00001111001,aaaabbbbaab,5,1
v9_lista_completa_meio_ab,0.0,00001111010,aaaabbbbaba,5,1
v9_lista_completa_meio_ab,0.0,00001111011,aaaabbbbabb,6,1
v9_lista_completa_meio_ab,0.0,00001111100,aaaabbbbbaa,5,1
v9_lista_completa_meio_ab,0.0,00001111101,aaaabbbbbab,6,1
v9_lista_completa_meio_ab,0.0,00001111110,aaaabbbbbba,6,1
v9_lista_completa_meio_ab,0.0,00001111111,aaaabbbbbbb,7,1
v9_lista_completa_meio_ab,0.0,00010000000,aaabaaaaaaa,1,0
v9_lista_completa_meio_ab,0.0,00010000001,aaabaaaaaab,2,0
v9_lista_completa_meio_ab,0.0,00010000010,aaabaaaaaba,2,0
v9_lista_completa_meio_ab,0.0,00010000011,aaabaaaaabb,3,0
v9_lista_completa_meio_ab,0.0,00010000100,aaabaaaabaa,2,0
v9_lista_completa_meio_ab,0.0,00010000101,aaabaaaabab,3,0
v9_lista_completa_meio_ab,0.0,00010000110,aaabaaaabba,3,0
v9_lista_completa_meio_ab,0.0,00010000111,aaabaaaabbb,4,0
v9_lista_completa_meio_ab,0.0,00010001000,aaabaaabaaa,2,0
v9_lista_completa_meio_ab,0.0,00010001001,aaabaaabaab,3,0
v9_lista_completa_meio_ab,0.0,00010001010,aaabaaababa,3,0
v9_lista_completa_meio_ab,0.0,00010001011,aaabaaababb,4,0
v9_lista_completa_meio_ab,0.0,00010001100,aaabaaabbaa,3,0
v9_lista_completa_meio_ab,0.0,00010001101,aaabaaabbab,4,1
v9_lista_completa_meio_ab,0.0,00010001110,aaabaaabbba,4,0
v9_lista_completa_meio_ab,0.0,00010001111,aaabaaabbbb,5,1
v9_lista_completa_meio_ab,0.0,00010010000,aaabaabaaaa,2,0
v9_lista_completa_meio_ab,0.0,00010010001,aaabaabaaab,3,0
v9_lista_completa_meio_ab,0.0,00010010010,aaabaabaaba,3,0
v9_lista_completa_meio_ab,0.0,00010010011,aaabaabaabb,4,0
v9_lista_completa_meio_ab,0.0,00010010100,aaabaababaa,3,0
v9_lista_completa_meio_ab,0.0,00010010101,aaabaababab,4,0
v9_lista_completa_meio_ab,0.0,00010010110,aaabaababba,4,0
v9_lista_completa_meio_ab,0.0,00010010111,aaabaababbb,5,1
v9_lista_completa_meio_ab,0.0,00010011000,aaabaabbaaa,3,0
v9_lista_completa_meio_ab,0.0,00010011001,aaabaabbaab,4,0
v9_lista_completa_meio_ab,0.0,00010011010,aaabaabbaba,4,0
v9_lista_completa_meio_ab,0.0,00010011011,aaabaabbabb,5,1
v9_lista_completa_meio_ab,0.0,00010011100,aaabaabbbaa,4,0
v9_lista_completa_meio_ab,0.0,00010011101,aaabaabbbab,5,1
v9_lista_completa_meio_ab,0.0,00010011110,aaabaabbbba,5,0
v9_lista_completa_meio_ab,0.0,00010011111,aaabaabbbbb,6,1
v9_lista_completa_meio_ab,0.0,00010100000,aaababaaaaa,2,1
v9_lista_completa_meio_ab,0.0,00010100001,aaababaaaab,3,1
v9_lista_completa_meio_ab,0.0,00010100010,aaababaaaba,3,1
v9_lista_completa_meio_ab,0.0,00010100011,aaababaaabb,4,1
v9_lista_completa_meio_ab,0.0,00010100100,aaababaabaa,3,1
v9_lista_completa_meio_ab,0.0,00010100101,aaababaabab,4,1
v9_lista_completa_meio_ab,0.0,00010100110,aaababaabba,4,1
v9_lista_completa_meio_ab,0.0,00010100111,aaababaabbb,5,1
v9_lista_completa_meio_ab,0.0,00010101000,aaabababaaa,3,1
v9_lista_completa_meio_ab,0.0,00010101001,aaabababaab,4,1
v9_lista_completa_meio_ab,0.0,00010101010,aaababababa,4,1
v9_lista_completa_meio_ab,0.0,00010101011,aaababababb,5,1
v9_lista_completa_meio_ab,0.0,00010101100,aaabababbaa,4,1
v9_lista_completa_meio_ab,0.0,00010101101,aaabababbab,5,1
v9_lista_completa_meio_ab,0.0,00010101110,aaabababbba,5,1
v9_lista_completa_meio_ab,0.0,00010101111,aaabababbbb,6,1
v9_lista_completa_meio_ab,0.0,00010110000,aaababbaaaa,3,1
v9_lista_completa_meio_ab,0.0,00010110001,aaababbaaab,4,1
v9_lista_completa_meio_ab,0.0,00010110010,aaababbaaba,4,1
v9_lista_completa_meio_ab,0.0,00010110011,aaababbaabb,5,1
v9_lista_completa_meio_ab,0.0,00010110100,aaababbabaa,4,1
v9_lista_completa_meio_ab,0.0,00010110101,aaababbabab,5,1
v9_lista_completa_meio_ab,0.0,00010110110,aaababbabba,5,1
v9_lista_completa_meio_ab,0.0,00010110111,aaababbabbb,6,1
v9_lista_completa_meio_ab,0.0,00010111000,aaababbbaaa,4,1
v9_lista_completa_meio_ab,0.0,00010111001,aaababbbaab,5,1
v9_lista_completa_meio_ab,0.0,00010111010,aaababbbaba,5,1
v9_lista_completa_meio_ab,0.0,00010111011,aaababbbabb,6,1
v9_lista_completa_meio_ab,0.0,00010111100,aaababbbbaa,5,1
v9_lista_completa_meio_ab,0.0,00010111101,aaababbbbab,6,1
v9_lista_completa_meio_ab,0.0,00010111110,aaababbbbba,6,1
v9_lista_completa_meio_ab,0.0,00010111111,aaababbbbbb,7,1
v9_lista_completa_meio_ab,0.0,00011000000,aaabbaaaaaa,2,0
v9_lista_completa_meio_ab,0.0,00011000001,aaabbaaaaab,3,0
v9_lista_completa_meio_ab,0.0,00011000010,aaabbaaaaba,3,0
v9_lista_completa_meio_ab,0.0,00011000011,aaabbaaaabb,4,0
v9_lista_completa_meio_ab,0.0,00011000100,aaabbaaabaa,3,0
v9_lista_completa_meio_ab,0.0,00011000101,aaabbaaabab,4,0
v9_lista_completa_meio_ab,0.0,00011000110,aaabbaaabba,4,0
v9_lista_completa_meio_ab,0.0,00011000111,aaabbaaabbb,5,1
v9_lista_completa_meio_ab,0.0,00011001000,aaabbaabaaa,3,0
v9_lista_completa_meio_ab,0.0,00011001001,aaabbaabaab,4,0
v9_lista_completa_meio_ab,0.0,00011001010,aaabbaababa,4,0
v9_lista_completa_meio_ab,0.0,00011001011,aaabbaababb,5,1
v9_lista_completa_meio_ab,0.0,00011001100,aaabbaabbaa,4,0
v9_lista_completa_meio_ab,0.0,00011001101,aaabbaabbab,5,1
v9_lista_completa_meio_ab,0.0,00011001110,aaabbaabbba,5,1
v9_lista_completa_meio_ab,0.0,00011001111,aaabbaabbbb,6,1
v9_lista_completa_meio_ab,0.0,00011010000,aaabbabaaaa,3,0
v9_lista_completa_meio_ab,0.0,00011010001,aaabbabaaab,4,0
v9_lista_completa_meio_ab,0.0,00011010010,aaabbabaaba,4,0
v9_lista_completa_meio_ab,0.0,00011010011,aaabbabaabb,5,1
v9_lista_completa_meio_ab,0.0,00011010100,aaabbababaa,4,0
v9_lista_completa_meio_ab,0.0,00011010101,aaabbababab,5,1
v9_lista_completa_meio_ab,0.0,00011010110,aaabbababba,5,1
v9_lista_completa_meio_ab,0.0,00011010111,aaabbababbb,6,1
v9_lista_completa_meio_ab,0.0,00011011000,aaabbabbaaa,4,0
v9_lista_completa_meio_ab,0.0,00011011001,aaabbabbaab,5,1
v9_lista_completa_meio_ab,0.0,00011011010,aaabbabbaba,5,1
v9_lista_completa_meio_ab,0.0,00011011011,aaabbabbabb,6,1
v9_lista_completa_meio_ab,0.0,00011011100,aaabbabbbaa,5,1
v9_lista_completa_meio_ab,0.0,00011011101,aaabbabbbab,6,1
v9_lista_completa_meio_ab,0.0,00011011110,aaabbabbbba,6,1
v9_lista_completa_meio_ab,0.0,00011011111,aaabbabbbbb,7,1
v9_lista_completa_meio_ab,0.0,00011100000,aaabbbaaaaa,3,1
v9_lista_completa_meio_ab,0.0,00011100001,aaabbbaaaab,4,1
v9_lista_completa_meio_ab,0.0,00011100010,aaabbbaaaba,4,1
v9_lista_completa_meio_ab,0.0,00011100011,aaabbbaaabb,5,1
v9_lista_completa_meio_ab,0.0,00011100100,aaabbbaabaa,4,1
v9_lista_completa_meio_ab,0.0,00011100101,aaabbbaabab,5,1
v9_lista_completa_meio_ab,0.0,00011100110,aaabbbaabba,5,1
v9_lista_completa_meio_ab,0.0,00011100111,aaabbbaabbb,6,1
v9_lista_completa_meio_ab,0.0,00011101000,aaabbbabaaa,4,1
v9_lista_completa_meio_ab,0.0,00011101001,aaabbbabaab,5,1
v9_lista_completa_meio_ab,0.0,00011101010,aaabbbababa,5,1
v9_lista_completa_meio_ab,0.0,00011101011,aaabbbababb,6,1
v9_lista_completa_meio_ab,0.0,00011101100,aaabbbabbaa,5,1
v9_lista_completa_meio_ab,0.0,00011101101,aaabbbabbab,6,1
v9_lista_completa_meio_ab,0.0,00011101110,aaabbbabbba,6,1
v9_lista_completa_meio_ab,0.0,00011101111,aaabbbabbbb,7,1
v9_lista_completa_meio_ab,0.0,00011110000,aaabbbbaaaa,4,1
v9_lista_completa_meio_ab,0.0,00011110001,aaabbbbaaab,5,1
v9_lista_completa_meio_ab,0.0,00011110010,aaabbbbaaba,5,1
v9_lista_completa_meio_ab,0.0,00011110011,aaabbbbaabb,6,1
v9_lista_completa_meio_ab,0.0,00011110100,aaabbbbabaa,5,1
v9_lista_completa_meio_ab,0.0,00011110101,aaabbbbabab,6,1
v9_lista_completa_meio_ab,0.0,00011110110,aaabbbbabba,6,1
v9_lista_completa_meio_ab,0.0,00011110111,aaabbbbabbb,7,1
v9_lista_completa_meio_ab,0.0,00011111000,aaabbbbbaaa,5,1
v9_lista_completa_meio_ab,0.0,00011111001,aaabbbbbaab,6,1
v9_lista_completa_meio_ab,0.0,00011111010,aaabbbbbaba,6,1
v9_lista_completa_meio_ab,0.0,00011111011,aaabbbbbabb,7,1
v9_lista_completa_meio_ab,0.0,00011111100,aaabbbbbbaa,6,1
v9_lista_completa_meio_ab,0.0,00011111101,aaabbbbbbab,7,1
v9_lista_completa_meio_ab,0.0,00011111110,aaabbbbbbba,7,1
v9_lista_completa_meio_ab,0.0,00011111111,aaabbbbbbbb,8,1
v9_lista_completa_meio_ab,0.0,00100000000,aabaaaaaaaa,1,0
v9_lista_completa_meio_ab,0.0,00100000001,aabaaaaaaab,2,0
v9_lista_completa_meio_ab,0.0,00100000010,aabaaaaaaba,2,0
v9_lista_completa_meio_ab,0.0,00100000011,aabaaaaaabb,3,0
v9_lista_completa_meio_ab,0.0,00100000100,aabaaaaabaa,2,0
v9_lista_completa_meio_ab,0.0,00100000101,aabaaaaabab,3,0
v9_lista_completa_meio_ab,0.0,00100000110,aabaaaaabba,3,0
v9_lista_completa_meio_ab,0.0,00100000111,aabaaaaabbb,4,0
v9_lista_completa_meio_ab,0.0,00100001000,aabaaaabaaa,2,0
v9_lista_completa_meio_ab,0.0,00100001001,aabaaaabaab,3,0
v9_lista_completa_meio_ab,0.0,00100001010,aabaaaababa,3,0
v9_lista_completa_meio_ab,0.0,00100001011,aabaaaababb,4,0
v9_lista_completa_meio_ab,0.0,00100001100,aabaaaabbaa,3,0
v9_lista_completa_meio_ab,0.0,00100001101,aabaaaabbab,4,0
v9_lista_completa_meio_ab,0.0,00100001110,aabaaaabbba,4,0
v9_lista_completa_meio_ab,0.0,00100001111,aabaaaabbbb,5,1
v9_lista_completa_meio_ab,0.0,00100010000,aabaaabaaaa,2,0
v9_lista_completa_meio_ab,0.0,00100010001,aabaaabaaab,3,0
v9_lista_completa_meio_ab,0.0,00100010010,aabaaabaaba,3,0
v9_lista_completa_meio_ab,0.0,00100010011,aabaaabaabb,4,0
v9_lista_completa_meio_ab,0.0,00100010100,aabaaababaa,3,0
v9_lista_completa_meio_ab,0.0,00100010101,aabaaababab,4,0
v9_lista_completa_meio_ab,0.0,00100010110,aabaaababba,4,0
v9_lista_completa_meio_ab,0.0,00100010111,aabaaababbb,5,1
v9_lista_completa_meio_ab,0.0,00100011000,aabaaabbaaa,3,0
v9_lista_completa_meio_ab,0.0,00100011001,aabaaabbaab,4,0
v9_lista_completa_meio_ab,0.0,00100011010,aabaaabbaba,4,0
v9_lista_completa_meio_ab,0.0,00100011011,aabaaabbabb,5,1
v9_lista_completa_meio_ab,0.0,00100011100,aabaaabbbaa,4,0
v9_lista_completa_meio_ab,0.0,00100011101,aabaaabbbab,5,1
v9_lista_completa_meio_ab,0.0,00100011110,aabaaabbbba,5,0
v9_lista_completa_meio_ab,0.0,00100011111,aabaaabbbbb,6,1
v9_lista_completa_meio_ab,0.0,00100100000,aabaabaaaaa,2,0
v9_lista_completa_meio_ab,0.0,00100100001,aabaabaaaab,3,1
v9_lista_completa_meio_ab,0.0,00100100010,aabaabaaaba,3,1
v9_lista_completa_meio_ab,0.0,00100100011,aabaabaaabb,4,1
v9_lista_completa_meio_ab,0.0,00100100100,aabaabaabaa,3,1
v9_lista_completa_meio_ab,0.0,00100100101,aabaabaabab,4,1
v9_lista_completa_meio_ab,0.0,00100100110,aabaabaabba,4,1
v9_lista_completa_meio_ab,0.0,00100100111,aabaabaabbb,5,1
v9_lista_completa_meio_ab,0.0,00100101000,aabaababaaa,3,1
v9_lista_completa_meio_ab,0.0,00100101001,aabaababaab,4,1
v9_lista_completa_meio_ab,0.0,00100101010,aabaabababa,4,1
v9_lista_completa_meio_ab,0.0,00100101011,aabaabababb,5,1
v9_lista_completa_meio_ab,0.0,00100101100,aabaababbaa,4,1
v9_lista_completa_meio_ab,0.0,00100101101,aabaababbab,5,1
v9_lista_completa_meio_ab,0.0,00100101110,aabaababbba,5,1
v9_lista_completa_meio_ab,0.0,00100101111,aabaababbbb,6,1
v9_lista_completa_meio_ab,0.0,00100110000,aabaabbaaaa,3,1
v9_lista_completa_meio_ab,0.0,00100110001,aabaabbaaab,4,1
v9_lista_completa_meio_ab,0.0,00100110010,aabaabbaaba,4,1
v9_lista_completa_meio_ab,0.0,00100110011,aabaabbaabb,5,1
v9_lista_completa_meio_ab,0.0,00100110100,aabaabbabaa,4,1
v9_lista_completa_meio_ab,0.0,00100110101,aabaabbabab,5,1
v9_lista_completa_meio_ab,0.0,00100110110,aabaabbabba,5,1
v9_lista_completa_meio_ab,0.0,00100110111,aabaabbabbb,6,1
v9_lista_completa_meio_ab,0.0,00100111000,aabaabbbaaa,4,1
v9_lista_completa_meio_ab,0.0,00100111001,aabaabbbaab,5,1
v9_lista_completa_meio_ab,0.0,00100111010,aabaabbbaba,5,1
v9_lista_completa_meio_ab,0.0,00100111011,aabaabbbabb,6,1
v9_lista_completa_meio_ab,0.0,00100111100,aabaabbbbaa,5,1
v9_lista_completa_meio_ab,0.0,00100111101,aabaabbbbab,6,1
v9_lista_completa_meio_ab,0.0,00100111110,aabaabbbbba,6,1
v9_lista_completa_meio_ab,0.0,00100111111,aabaabbbbbb,7,1
v9_lista_completa_meio_ab,0.0,00101000000,aababaaaaaa,2,0
v9_lista_completa_meio_ab,0.0,00101000001,aababaaaaab,3,0
v9_lista_completa_meio_ab,0.0,00101000010,aababaaaaba,3,0
v9_lista_completa_meio_ab,0.0,00101000011,aababaaaabb,4,0
v9_lista_completa_meio_ab,0.0,00101000100,aababaaabaa,3,0
v9_lista_completa_meio_ab,0.0,00101000101,aababaaabab,4,0
v9_lista_completa_meio_ab,0.0,00101000110,aababaaabba,4,0
v9_lista_completa_meio_ab,0.0,00101000111,aababaaabbb,5,0
v9_lista_completa_meio_ab,0.0,00101001000,aababaabaaa,3,0
v9_lista_completa_meio_ab,0.0,00101001001,aababaabaab,4,0
v9_lista_completa_meio_ab,0.0,00101001010,aababaababa,4,0
v9_lista_completa_meio_ab,0.0,00101001011,aababaababb,5,1
v9_lista_completa_meio_ab,0.0,00101001100,aababaabbaa,4,0
v9_lista_completa_meio_ab,0.0,00101001101,aababaabbab,5,1
v9_lista_completa_meio_ab,0.0,00101001110,aababaabbba,5,1
v9_lista_completa_meio_ab,0.0,00101001111,aababaabbbb,6,1
v9_lista_completa_meio_ab,0.0,00101010000,aabababaaaa,3,0
v9_lista_completa_meio_ab,0.0,00101010001,aabababaaab,4,0
v9_lista_completa_meio_ab,0.0,00101010010,aabababaaba,4,0
v9_lista_completa_meio_ab,0.0,00101010011,aabababaabb,5,1
v9_lista_completa_meio_ab,0.0,00101010100,aababababaa,4,0
v9_lista_completa_meio_ab,0.0,00101010101,aababababab,5,1
v9_lista_completa_meio_ab,0.0,00101010110,aababababba,5,1
v9_lista_completa_meio_ab,0.0,00101010111,aababababbb,6,1
v9_lista_completa_meio_ab,0.0,00101011000,aabababbaaa,4,0
v9_lista_completa_meio_ab,0.0,00101011001,aabababbaab,5,1
v9_lista_completa_meio_ab,0.0,00101011010,aabababbaba,5,1
v9_lista_completa_meio_ab,0.0,00101011011,aabababbabb,6,1
v9_lista_completa_meio_ab,0.0,00101011100,aabababbbaa,5,1
v9_lista_completa_meio_ab,0.0,00101011101,aabababbbab,6,1
v9_lista_completa_meio_ab,0.0,00101011110,aabababbbba,6,1
v9_lista_completa_meio_ab,0.0,00101011111,aabababbbbb,7,1
v9_lista_completa_meio_ab,0.0,00101100000,aababbaaaaa,3,1
v9_lista_completa_meio_ab,0.0,00101100001,aababbaaaab,4,1
v9_lista_completa_meio_ab,0.0,00101100010,aababbaaaba,4,1
v9_lista_completa_meio_ab,0.0,00101100011,aababbaaabb,5,1
v9_lista_completa_meio_ab,0.0,00101100100,aababbaabaa,4,1
v9_lista_completa_meio_ab,0.0,00101100101,aababbaabab,5,1
v9_lista_completa_meio_ab,0.0,00101100110,aababbaabba,5,1
v9_lista_completa_meio_ab,0.0,00101100111,aababbaabbb,6,1
v9_lista_completa_meio_ab,0.0,00101101000,aababbabaaa,4,1
v9_lista_completa_meio_ab,0.0,00101101001,aababbabaab,5,1
v9_lista_completa_meio_ab,0.0,00101101010,aababbababa,5,1
v9_lista_completa_meio_ab,0.0,00101101011,aababbababb,6,1
v9_lista_completa_meio_ab,0.0,00101101100,aababbabbaa,5,1
v9_lista_completa_meio_ab,0.0,00101101101,aababbabbab,6,1
v9_lista_completa_meio_ab,0.0,00101101110,aababbabbba,6,1
v9_lista_completa_meio_ab,0.0,00101101111,aababbabbbb,7,1
v9_lista_completa_meio_ab,0.0,00101110000,aababbbaaaa,4,1
v9_lista_completa_meio_ab,0.0,00101110001,aababbbaaab,5,1
v9_lista_completa_meio_ab,0.0,00101110010,aababbbaaba,5,1
v9_lista_completa_meio_ab,0.0,00101110011,aababbbaabb,6,1
v9_lista_completa_meio_ab,0.0,00101110100,aababbbabaa,5,1
v9_lista_completa_meio_ab,0.0,00101110101,aababbbabab,6,1
v9_lista_completa_meio_ab,0.0,00101110110,aababbbabba,6,1
v9_lista_completa_meio_ab,0.0,00101110111,aababbbabbb,7,1
v9_lista_completa_meio_ab,0.0,00101111000,aababbbbaaa,5,1
