variante,temperatura,configuracao_binaria,configuracao_letras,num_ones,escolha
v9_lista_completa_meio_01,0.0,000111101,000111101,5,0
v9_lista_completa_meio_01,0.0,000111110,000111110,5,0
v9_lista_completa_meio_01,0.0,000111111,000111111,6,0
v9_lista_completa_meio_01,0.0,001000000,001000000,1,0
v9_lista_completa_meio_01,0.0,001000001,001000001,2,0
v9_lista_completa_meio_01,0.0,001000010,001000010,2,0
v9_lista_completa_meio_01,0.0,001000011,001000011,3,0
v9_lista_completa_meio_01,0.0,001000100,001000100,2,0
v9_lista_completa_meio_01,0.0,001000101,001000101,3,0
v9_lista_completa_meio_01,0.0,001000110,001000110,3,0
v9_lista_completa_meio_01,0.0,001000111,001000111,4,0
v9_lista_completa_meio_01,0.0,001001000,001001000,2,0
v9_lista_completa_meio_01,0.0,001001001,001001001,3,0
v9_lista_completa_meio_01,0.0,001001010,001001010,3,0
v9_lista_completa_meio_01,0.0,001001011,001001011,4,0
v9_lista_completa_meio_01,0.0,001001100,001001100,3,0
v9_lista_completa_meio_01,0.0,001001101,001001101,4,0
v9_lista_completa_meio_01,0.0,001001110,001001110,4,0
v9_lista_completa_meio_01,0.0,001001111,001001111,5,1
v9_lista_completa_meio_01,0.0,001010000,001010000,2,0
v9_lista_completa_meio_01,0.0,001010001,001010001,3,0
v9_lista_completa_meio_01,0.0,001010010,001010010,3,0
v9_lista_completa_meio_01,0.0,001010011,001010011,4,0
v9_lista_completa_meio_01,0.0,001010100,001010100,3,0
v9_lista_completa_meio_01,0.0,001010101,001010101,4,0
v9_lista_completa_meio_01,0.0,001010110,001010110,4,0
v9_lista_completa_meio_01,0.0,001010111,001010111,5,0
v9_lista_completa_meio_01,0.0,001011000,001011000,3,0
v9_lista_completa_meio_01,0.0,001011001,001011001,4,0
v9_lista_completa_meio_01,0.0,001011010,001011010,4,0
v9_lista_completa_meio_01,0.0,001011011,001011011,5,0
v9_lista_completa_meio_01,0.0,001011100,001011100,4,0
v9_lista_completa_meio_01,0.0,001011101,001011101,5,1
v9_lista_completa_meio_01,0.0,001011110,001011110,5,1
v9_lista_completa_meio_01,0.0,001011111,001011111,6,1
v9_lista_completa_meio_01,0.0,001100000,001100000,2,0
v9_lista_completa_meio_01,0.0,001100001,001100001,3,0
v9_lista_completa_meio_01,0.0,001100010,001100010,3,0
v9_lista_completa_meio_01,0.0,001100011,001100011,4,0
v9_lista_completa_meio_01,0.0,001100100,001100100,3,0
v9_lista_completa_meio_01,0.0,001100101,001100101,4,0
v9_lista_completa_meio_01,0.0,001100110,001100110,4,0
v9_lista_completa_meio_01,0.0,001100111,001100111,5,1
v9_lista_completa_meio_01,0.0,001101000,001101000,3,0
v9_lista_completa_meio_01,0.0,001101001,001101001,4,0
v9_lista_completa_meio_01,0.0,001101010,001101010,4,0
v9_lista_completa_meio_01,0.0,001101011,001101011,5,1
v9_lista_completa_meio_01,0.0,001101100,001101100,4,0
v9_lista_completa_meio_01,0.0,001101101,001101101,5,1
v9_lista_completa_meio_01,0.0,001101110,001101110,5,1
v9_lista_completa_meio_01,0.0,001101111,001101111,6,1
v9_lista_completa_meio_01,0.0,001110000,001110000,3,0
v9_lista_completa_meio_01,0.0,001110001,001110001,4,0
v9_lista_completa_meio_01,0.0,001110010,001110010,4,0
v9_lista_completa_meio_01,0.0,001110011,001110011,5,0
v9_lista_completa_meio_01,0.0,001110100,001110100,4,0
v9_lista_completa_meio_01,0.0,001110101,001110101,5,1
v9_lista_completa_meio_01,0.0,001110110,001110110,5,0
v9_lista_completa_meio_01,0.0,001110111,001110111,6,1
v9_lista_completa_meio_01,0.0,001111000,001111000,4,0
v9_lista_completa_meio_01,0.0,001111001,001111001,5,1
v9_lista_completa_meio_01,0.0,001111010,001111010,5,1
v9_lista_completa_meio_01,0.0,001111011,001111011,6,1
v9_lista_completa_meio_01,0.0,001111100,001111100,5,1
v9_lista_completa_meio_01,0.0,001111101,001111101,6,1
v9_lista_completa_meio_01,0.0,001111110,001111110,6,1
v9_lista_completa_meio_01,0.0,001111111,001111111,7,1
v9_lista_completa_meio_01,0.0,010000000,010000000,1,0
v9_lista_completa_meio_01,0.0,010000001,010000001,2,0
v9_lista_completa_meio_01,0.0,010000010,010000010,2,0
v9_lista_completa_meio_01,0.0,010000011,010000011,3,0
v9_lista_completa_meio_01,0.0,010000100,010000100,2,0
v9_lista_completa_meio_01,0.0,010000101,010000101,3,0
v9_lista_completa_meio_01,0.0,010000110,010000110,3,0
v9_lista_completa_meio_01,0.0,010000111,010000111,4,0
v9_lista_completa_meio_01,0.0,010001000,010001000,2,0
v9_lista_completa_meio_01,0.0,010001001,010001001,3,0
v9_lista_completa_meio_01,0.0,010001010,010001010,3,0
v9_lista_completa_meio_01,0.0,010001011,010001011,4,0
v9_lista_completa_meio_01,0.0,010001100,010001100,3,0
v9_lista_completa_meio_01,0.0,010001101,010001101,4,0
v9_lista_completa_meio_01,0.0,010001110,010001110,4,0
v9_lista_completa_meio_01,0.0,010001111,010001111,5,1
v9_lista_completa_meio_01,0.0,010010000,010010000,2,0
v9_lista_completa_meio_01,0.0,010010001,010010001,3,0
v9_lista_completa_meio_01,0.0,010010010,010010010,3,0
v9_lista_completa_meio_01,0.0,010010011,010010011,4,0
v9_lista_completa_meio_01,0.0,010010100,010010100,3,0
v9_lista_completa_meio_01,0.0,010010101,010010101,4,0
v9_lista_completa_meio_01,0.0,010010110,010010110,4,0
v9_lista_completa_meio_01,0.0,010010111,010010111,5,0
v9_lista_completa_meio_01,0.0,010011000,010011000,3,0
v9_lista_completa_meio_01,0.0,010011001,010011001,4,0
v9_lista_completa_meio_01,0.0,010011010,010011010,4,0
v9_lista_completa_meio_01,0.0,010011011,010011011,5,0
v9_lista_completa_meio_01,0.0,010011100,010011100,4,0
v9_lista_completa_meio_01,0.0,010011101,010011101,5,1
v9_lista_completa_meio_01,0.0,010011110,010011110,5,1
v9_lista_completa_meio_01,0.0,010011111,010011111,6,1
v9_lista_completa_meio_01,0.0,010100000,010100000,2,0
v9_lista_completa_meio_01,0.0,010100001,010100001,3,0
v9_lista_completa_meio_01,0.0,010100010,010100010,3,0
v9_lista_completa_meio_01,0.0,010100011,010100011,4,0
v9_lista_completa_meio_01,0.0,010100100,010100100,3,0
v9_lista_completa_meio_01,0.0,010100101,010100101,4,0
v9_lista_completa_meio_01,0.0,010100110,010100110,4,0
v9_lista_completa_meio_01,0.0,010100111,010100111,5,1
v9_lista_completa_meio_01,0.0,010101000,010101000,3,0
v9_lista_completa_meio_01,0.0,010101001,010101001,4,0
v9_lista_completa_meio_01,0.0,010101010,010101010,4,0
v9_lista_completa_meio_01,0.0,010101011,010101011,5,1
v9_lista_completa_meio_01,0.0,010101100,010101100,4,0
v9_lista_completa_meio_01,0.0,010101101,010101101,5,1
v9_lista_completa_meio_01,0.0,010101110,010101110,5,1
v9_lista_completa_meio_01,0.0,010101111,010101111,6,1
v9_lista_completa_meio_01,0.0,010110000,010110000,3,0
v9_lista_completa_meio_01,0.0,010110001,010110001,4,0
v9_lista_completa_meio_01,0.0,010110010,010110010,4,0
v9_lista_completa_meio_01,0.0,010110011,010110011,5,1
v9_lista_completa_meio_01,0.0,010110100,010110100,4,0
v9_lista_completa_meio_01,0.0,010110101,010110101,5,1
v9_lista_completa_meio_01,0.0,010110110,010110110,5,1
v9_lista_completa_meio_01,0.0,010110111,010110111,6,1
v9_lista_completa_meio_01,0.0,010111000,010111000,4,0
v9_lista_completa_meio_01,0.0,010111001,010111001,5,1
v9_lista_completa_meio_01,0.0,010111010,010111010,5,1
v9_lista_completa_meio_01,0.0,010111011,010111011,6,1
v9_lista_completa_meio_01,0.0,010111100,010111100,5,1
v9_lista_completa_meio_01,0.0,010111101,010111101,6,1
v9_lista_completa_meio_01,0.0,010111110,010111110,6,1
v9_lista_completa_meio_01,0.0,010111111,010111111,7,1
v9_lista_completa_meio_01,0.0,011000000,011000000,2,0
v9_lista_completa_meio_01,0.0,011000001,011000001,3,0
v9_lista_completa_meio_01,0.0,011000010,011000010,3,0
v9_lista_completa_meio_01,0.0,011000011,011000011,4,0
v9_lista_completa_meio_01,0.0,011000100,011000100,3,0
v9_lista_completa_meio_01,0.0,011000101,011000101,4,0
v9_lista_completa_meio_01,0.0,011000110,011000110,4,0
v9_lista_completa_meio_01,0.0,011000111,011000111,5,1
v9_lista_completa_meio_01,0.0,011001000,011001000,3,0
v9_lista_completa_meio_01,0.0,011001001,011001001,4,0
v9_lista_completa_meio_01,0.0,011001010,011001010,4,0
v9_lista_completa_meio_01,0.0,011001011,011001011,5,1
v9_lista_completa_meio_01,0.0,011001100,011001100,4,0
v9_lista_completa_meio_01,0.0,011001101,011001101,5,1
v9_lista_completa_meio_01,0.0,011001110,011001110,5,1
v9_lista_completa_meio_01,0.0,011001111,011001111,6,1
v9_lista_completa_meio_01,0.0,011010000,011010000,3,0
v9_lista_completa_meio_01,0.0,011010001,011010001,4,0
v9_lista_completa_meio_01,0.0,011010010,011010010,4,0
v9_lista_completa_meio_01,0.0,011010011,011010011,5,1
v9_lista_completa_meio_01,0.0,011010100,011010100,4,0
v9_lista_completa_meio_01,0.0,011010101,011010101,5,1
v9_lista_completa_meio_01,0.0,011010110,011010110,5,1
v9_lista_completa_meio_01,0.0,011010111,011010111,6,1
v9_lista_completa_meio_01,0.0,011011000,011011000,4,0
v9_lista_completa_meio_01,0.0,011011001,011011001,5,1
v9_lista_completa_meio_01,0.0,011011010,011011010,5,1
v9_lista_completa_meio_01,0.0,011011011,011011011,6,1
v9_lista_completa_meio_01,0.0,011011100,011011100,5,1
v9_lista_completa_meio_01,0.0,011011101,011011101,6,1
v9_lista_completa_meio_01,0.0,011011110,011011110,6,1
v9_lista_completa_meio_01,0.0,011011111,011011111,7,1
v9_lista_completa_meio_01,0.0,011100000,011100000,3,0
v9_lista_completa_meio_01,0.0,011100001,011100001,4,0
v9_lista_completa_meio_01,0.0,011100010,011100010,4,0
v9_lista_completa_meio_01,0.0,011100011,011100011,5,1
v9_lista_completa_meio_01,0.0,011100100,011100100,4,1
v9_lista_completa_meio_01,0.0,011100101,011100101,5,1
v9_lista_completa_meio_01,0.0,011100110,011100110,5,1
v9_lista_completa_meio_01,0.0,011100111,011100111,6,1
v9_lista_completa_meio_01,0.0,011101000,011101000,4,0
v9_lista_completa_meio_01,0.0,011101001,011101001,5,1
v9_lista_completa_meio_01,0.0,011101010,011101010,5,1
v9_lista_completa_meio_01,0.0,011101011,011101011,6,1
v9_lista_completa_meio_01,0.0,011101100,011101100,5,1
v9_lista_completa_meio_01,0.0,011101101,011101101,6,1
v9_lista_completa_meio_01,0.0,011101110,011101110,6,1
v9_lista_completa_meio_01,0.0,011101111,011101111,7,1
v9_lista_completa_meio_01,0.0,011110000,011110000,4,0
v9_lista_completa_meio_01,0.0,011110001,011110001,5,0
v9_lista_completa_meio_01,0.0,011110010,011110010,5,1
v9_lista_completa_meio_01,0.0,011110011,011110011,6,1
v9_lista_completa_meio_01,0.0,011110100,011110100,5,1
v9_lista_completa_meio_01,0.0,011110101,011110101,6,1
v9_lista_completa_meio_01,0.0,011110110,011110110,6,1
v9_lista_completa_meio_01,0.0,011110111,011110111,7,1
v9_lista_completa_meio_01,0.0,011111000,011111000,5,1
v9_lista_completa_meio_01,0.0,011111001,011111001,6,1
v9_lista_completa_meio_01,0.0,011111010,011111010,6,1
v9_lista_completa_meio_01,0.0,011111011,011111011,7,1
v9_lista_completa_meio_01,0.0,011111100,011111100,6,1
v9_lista_completa_meio_01,0.0,011111101,011111101,7,1
v9_lista_completa_meio_01,0.0,011111110,011111110,7,1
v9_lista_completa_meio_01,0.0,011111111,011111111,8,1
v9_lista_completa_meio_01,0.0,100000000,100000000,1,0
v9_lista_completa_meio_01,0.0,100000001,100000001,2,0
v9_lista_completa_meio_01,0.0,100000010,100000010,2,0
v9_lista_completa_meio_01,0.0,100000011,100000011,3,0
v9_lista_completa_meio_01,0.0,100000100,100000100,2,0
v9_lista_completa_meio_01,0.0,100000101,100000101,3,0
v9_lista_completa_meio_01,0.0,100000110,100000110,3,0
v9_lista_completa_meio_01,0.0,100000111,100000111,4,0
v9_lista_completa_meio_01,0.0,100001000,100001000,2,0
v9_lista_completa_meio_01,0.0,100001001,100001001,3,0
v9_lista_completa_meio_01,0.0,100001010,100001010,3,0
v9_lista_completa_meio_01,0.0,100001011,100001011,4,0
v9_lista_completa_meio_01,0.0,100001100,100001100,3,0
v9_lista_completa_meio_01,0.0,100001101,100001101,4,0
v9_lista_completa_meio_01,0.0,100001110,100001110,4,0
v9_lista_completa_meio_01,0.0,100001111,100001111,5,1
v9_lista_completa_meio_01,0.0,100010000,100010000,2,0
v9_lista_completa_meio_01,0.0,100010001,100010001,3,0
v9_lista_completa_meio_01,0.0,100010010,100010010,3,0
v9_lista_completa_meio_01,0.0,100010011,100010011,4,0
v9_lista_completa_meio_01,0.0,100010100,100010100,3,0
v9_lista_completa_meio_01,0.0,100010101,100010101,4,0
v9_lista_completa_meio_01,0.0,100010110,100010110,4,0
v9_lista_completa_meio_01,0.0,100010111,100010111,5,0
v9_lista_completa_meio_01,0.0,100011000,100011000,3,0
v9_lista_completa_meio_01,0.0,100011001,100011001,4,0
v9_lista_completa_meio_01,0.0,100011010,100011010,4,0
v9_lista_completa_meio_01,0.0,100011011,100011011,5,0
v9_lista_completa_meio_01,0.0,100011100,100011100,4,0
v9_lista_completa_meio_01,0.0,100011101,100011101,5,0
v9_lista_completa_meio_01,0.0,100011110,100011110,5,0
v9_lista_completa_meio_01,0.0,100011111,100011111,6,1
v9_lista_completa_meio_01,0.0,100100000,100100000,2,0
v9_lista_completa_meio_01,0.0,100100001,100100001,3,0
v9_lista_completa_meio_01,0.0,100100010,100100010,3,0
v9_lista_completa_meio_01,0.0,100100011,100100011,4,0
v9_lista_completa_meio_01,0.0,100100100,100100100,3,0
v9_lista_completa_meio_01,0.0,100100101,100100101,4,0
v9_lista_completa_meio_01,0.0,100100110,100100110,4,0
v9_lista_completa_meio_01,0.0,100100111,100100111,5,1
v9_lista_completa_meio_01,0.0,100101000,100101000,3,0
v9_lista_completa_meio_01,0.0,100101001,100101001,4,0
v9_lista_completa_meio_01,0.0,100101010,100101010,4,0
v9_lista_completa_meio_01,0.0,100101011,100101011,5,1
v9_lista_completa_meio_01,0.0,100101100,100101100,4,0
v9_lista_completa_meio_01,0.0,100101101,100101101,5,1
v9_lista_completa_meio_01,0.0,100101110,100101110,5,1
v9_lista_completa_meio_01,0.0,100101111,100101111,6,1
v9_lista_completa_meio_01,0.0,100110000,100110000,3,0
v9_lista_completa_meio_01,0.0,100110001,100110001,4,0
v9_lista_completa_meio_01,0.0,100110010,100110010,4,0
v9_lista_completa_meio_01,0.0,100110011,100110011,5,0
v9_lista_completa_meio_01,0.0,100110100,100110100,4,0
v9_lista_completa_meio_01,0.0,100110101,100110101,5,0
v9_lista_completa_meio_01,0.0,100110110,100110110,5,0
v9_lista_completa_meio_01,0.0,100110111,100110111,6,1
v9_lista_completa_meio_01,0.0,100111000,100111000,4,0
v9_lista_completa_meio_01,0.0,100111001,100111001,5,1
v9_lista_completa_meio_01,0.0,100111010,100111010,5,1
v9_lista_completa_meio_01,0.0,100111011,100111011,6,1
v9_lista_completa_meio_01,0.0,100111100,100111100,5,1
v9_lista_completa_meio_01,0.0,100111101,100111101,6,1
v9_lista_completa_meio_01,0.0,100111110,100111110,6,1
v9_lista_completa_meio_01,0.0,100111111,100111111,7,1
v9_lista_completa_meio_01,0.0,101000000,101000000,2,0
v9_lista_completa_meio_01,0.0,101000001,101000001,3,0
v9_lista_completa_meio_01,0.0,101000010,101000010,3,0
v9_lista_completa_meio_01,0.0,101000011,101000011,4,0
v9_lista_completa_meio_01,0.0,101000100,101000100,3,0
v9_lista_completa_meio_01,0.0,101000101,101000101,4,0
v9_lista_completa_meio_01,0.0,101000110,101000110,4,0
v9_lista_completa_meio_01,0.0,101000111,101000111,5,1
v9_lista_completa_meio_01,0.0,101001000,101001000,3,0
v9_lista_completa_meio_01,0.0,101001001,101001001,4,0
v9_lista_completa_meio_01,0.0,101001010,101001010,4,0
v9_lista_completa_meio_01,0.0,101001011,101001011,5,1
v9_lista_completa_meio_01,0.0,101001100,101001100,4,1
v9_lista_completa_meio_01,0.0,101001101,101001101,5,1
v9_lista_completa_meio_01,0.0,101001110,101001110,5,1
v9_lista_completa_meio_01,0.0,101001111,101001111,6,1
v9_lista_completa_meio_01,0.0,101010000,101010000,3,0
v9_lista_completa_meio_01,0.0,101010001,101010001,4,0
v9_lista_completa_meio_01,0.0,101010010,101010010,4,0
v9_lista_completa_meio_01,0.0,101010011,101010011,5,1
v9_lista_completa_meio_01,0.0,101010100,101010100,4,0
v9_lista_completa_meio_01,0.0,101010101,101010101,5,1
v9_lista_completa_meio_01,0.0,101010110,101010110,5,1
v9_lista_completa_meio_01,0.0,101010111,101010111,6,1
v9_lista_completa_meio_01,0.0,101011000,101011000,4,0
v9_lista_completa_meio_01,0.0,101011001,101011001,5,1
v9_lista_completa_meio_01,0.0,101011010,101011010,5,1
v9_lista_completa_meio_01,0.0,101011011,101011011,6,1
v9_lista_completa_meio_01,0.0,101011100,101011100,5,1
v9_lista_completa_meio_01,0.0,101011101,101011101,6,1
v9_lista_completa_meio_01,0.0,101011110,101011110,6,1
v9_lista_completa_meio_01,0.0,101011111,101011111,7,1
v9_lista_completa_meio_01,0.0,101100000,101100000,3,0
v9_lista_completa_meio_01,0.0,101100001,101100001,4,0
v9_lista_completa_meio_01,0.0,101100010,101100010,4,0
v9_lista_completa_meio_01,0.0,101100011,101100011,5,1
v9_lista_completa_meio_01,0.0,101100100,101100100,4,1
v9_lista_completa_meio_01,0.0,101100101,101100101,5,1
v9_lista_completa_meio_01,0.0,101100110,101100110,5,1
v9_lista_completa_meio_01,0.0,101100111,101100111,6,1
v9_lista_completa_meio_01,0.0,101101000,101101000,4,0
v9_lista_completa_meio_01,0.0,101101001,101101001,5,1
v9_lista_completa_meio_01,0.0,101101010,101101010,5,1
v9_lista_completa_meio_01,0.0,101101011,101101011,6,1
v9_lista_completa_meio_01,0.0,101101100,101101100,5,1
v9_lista_completa_meio_01,0.0,101101101,101101101,6,1
v9_lista_completa_meio_01,0.0,101101110,101101110,6,1
v9_lista_completa_meio_01,0.0,101101111,101101111,7,1
v9_lista_completa_meio_01,0.0,101110000,101110000,4,0
v9_lista_completa_meio_01,0.0,101110001,101110001,5,0
v9_lista_completa_meio_01,0.0,101110010,101110010,5,1
v9_lista_completa_meio_01,0.0,101110011,101110011,6,1
v9_lista_completa_meio_01,0.0,101110100,101110100,5,1
v9_lista_completa_meio_01,0.0,101110101,101110101,6,1
v9_lista_completa_meio_01,0.0,101110110,101110110,6,1
v9_lista_completa_meio_01,0.0,101110111,101110111,7,1
v9_lista_completa_meio_01,0.0,101111000,101111000,5,0
v9_lista_completa_meio_01,0.0,101111001,101111001,6,1
v9_lista_completa_meio_01,0.0,101111010,101111010,6,1
v9_lista_completa_meio_01,0.0,101111011,101111011,7,1
v9_lista_completa_meio_01,0.0,101111100,101111100,6,1
v9_lista_completa_meio_01,0.0,101111101,101111101,7,1
v9_lista_completa_meio_01,0.0,101111110,101111110,7,1
v9_lista_completa_meio_01,0.0,101111111,101111111,8,1
v9_lista_completa_meio_01,0.0,110000000,110000000,2,0
v9_lista_completa_meio_01,0.0,110000001,110000001,3,0
v9_lista_completa_meio_01,0.0,110000010,110000010,3,0
v9_lista_completa_meio_01,0.0,110000011,110000011,4,0
v9_lista_completa_meio_01,0.0,110000100,110000100,3,0
v9_lista_completa_meio_01,0.0,110000101,110000101,4,0
v9_lista_completa_meio_01,0.0,110000110,110000110,4,0
v9_lista_completa_meio_01,0.0,110000111,110000111,5,0
v9_lista_completa_meio_01,0.0,110001000,110001000,3,0
v9_lista_completa_meio_01,0.0,110001001,110001001,4,0
v9_lista_completa_meio_01,0.0,110001010,110001010,4,0
v9_lista_completa_meio_01,0.0,110001011,110001011,5,1
v9_lista_completa_meio_01,0.0,110001100,110001100,4,0
v9_lista_completa_meio_01,0.0,110001101,110001101,5,1
v9_lista_completa_meio_01,0.0,110001110,110001110,5,1
v9_lista_completa_meio_01,0.0,110001111,110001111,6,1
v9_lista_completa_meio_01,0.0,110010000,110010000,3,0
v9_lista_completa_meio_01,0.0,110010001,110010001,4,0
v9_lista_completa_meio_01,0.0,110010010,110010010,4,0
v9_lista_completa_meio_01,0.0,110010011,110010011,5,0
v9_lista_completa_meio_01,0.0,110010100,110010100,4,0
v9_lista_completa_meio_01,0.0,110010101,110010101,5,1
v9_lista_completa_meio_01,0.0,110010110,110010110,5,1
v9_lista_completa_meio_01,0.0,110010111,110010111,6,1
v9_lista_completa_meio_01,0.0,110011000,110011000,4,0
v9_lista_completa_meio_01,0.0,110011001,110011001,5,1
v9_lista_completa_meio_01,0.0,110011010,110011010,5,1
v9_lista_completa_meio_01,0.0,110011011,110011011,6,1
v9_lista_completa_meio_01,0.0,110011100,110011100,5,1
v9_lista_completa_meio_01,0.0,110011101,110011101,6,1
v9_lista_completa_meio_01,0.0,110011110,110011110,6,1
v9_lista_completa_meio_01,0.0,110011111,110011111,7,1
v9_lista_completa_meio_01,0.0,110100000,110100000,3,0
v9_lista_completa_meio_01,0.0,110100001,110100001,4,0
v9_lista_completa_meio_01,0.0,110100010,110100010,4,0
v9_lista_completa_meio_01,0.0,110100011,110100011,5,0
v9_lista_completa_meio_01,0.0,110100100,110100100,4,0
v9_lista_completa_meio_01,0.0,110100101,110100101,5,1
v9_lista_completa_meio_01,0.0,110100110,110100110,5,1
v9_lista_completa_meio_01,0.0,110100111,110100111,6,1
v9_lista_completa_meio_01,0.0,110101000,110101000,4,0
v9_lista_completa_meio_01,0.0,110101001,110101001,5,1
v9_lista_completa_meio_01,0.0,110101010,110101010,5,1
v9_lista_completa_meio_01,0.0,110101011,110101011,6,1
v9_lista_completa_meio_01,0.0,110101100,110101100,5,1
v9_lista_completa_meio_01,0.0,110101101,110101101,6,1
v9_lista_completa_meio_01,0.0,110101110,110101110,6,1
v9_lista_completa_meio_01,0.0,110101111,110101111,7,1
v9_lista_completa_meio_01,0.0,110110000,110110000,4,0
v9_lista_completa_meio_01,0.0,110110001,110110001,5,0
v9_lista_completa_meio_01,0.0,110110010,110110010,5,0
v9_lista_completa_meio_01,0.0,110110011,110110011,6,1
v9_lista_completa_meio_01,0.0,110110100,110110100,5,0
v9_lista_completa_meio_01,0.0,110110101,110110101,6,1
v9_lista_completa_meio_01,0.0,110110110,110110110,6,1
v9_lista_completa_meio_01,0.0,110110111,110110111,7,1
v9_lista_completa_meio_01,0.0,110111000,110111000,5,0
v9_lista_completa_meio_01,0.0,110111001,110111001,6,1
v9_lista_completa_meio_01,0.0,110111010,110111010,6,1
v9_lista_completa_meio_01,0.0,110111011,110111011,7,1
v9_lista_completa_meio_01,0.0,110111100,110111100,6,1
v9_lista_completa_meio_01,0.0,110111101,110111101,7,1
v9_lista_completa_meio_01,0.0,110111110,110111110,7,1
v9_lista_completa_meio_01,0.0,110111111,110111111,8,1
v9_lista_completa_meio_01,0.0,111000000,111000000,3,0
v9_lista_completa_meio_01,0.0,111000001,111000001,4,0
v9_lista_completa_meio_01,0.0,111000010,111000010,4,0
v9_lista_completa_meio_01,0.0,111000011,111000011,5,0
v9_lista_completa_meio_01,0.0,111000100,111000100,4,1
v9_lista_completa_meio_01,0.0,111000101,111000101,5,1
v9_lista_completa_meio_01,0.0,111000110,111000110,5,1
v9_lista_completa_meio_01,0.0,111000111,111000111,6,1
v9_lista_completa_meio_01,0.0,111001000,111001000,4,0
v9_lista_completa_meio_01,0.0,111001001,111001001,5,1
v9_lista_completa_meio_01,0.0,111001010,111001010,5,1
v9_lista_completa_meio_01,0.0,111001011,111001011,6,1
v9_lista_completa_meio_01,0.0,111001100,111001100,5,1
v9_lista_completa_meio_01,0.0,111001101,111001101,6,1
v9_lista_completa_meio_01,0.0,111001110,111001110,6,1
v9_lista_completa_meio_01,0.0,111001111,111001111,7,1
