variante,temperatura,configuracao_binaria,configuracao_letras,num_ones,escolha,logprobs_json
v21_zero_shot_cot_01,0.0,1001101,1001101,4,1,null
v21_zero_shot_cot_01,0.0,1001110,1001110,4,1,null
v21_zero_shot_cot_01,0.0,1001111,1001111,5,1,null
v21_zero_shot_cot_01,0.0,1010000,1010000,2,0,null
v21_zero_shot_cot_01,0.0,1010001,1010001,3,0,null
v21_zero_shot_cot_01,0.0,1010010,1010010,3,0,null
v21_zero_shot_cot_01,0.0,1010011,1010011,4,1,null
v21_zero_shot_cot_01,0.0,1010100,1010100,3,0,null
v21_zero_shot_cot_01,0.0,1010101,1010101,4,1,null
v21_zero_shot_cot_01,0.0,1010110,1010110,4,1,null
v21_zero_shot_cot_01,0.0,1010111,1010111,5,1,null
v21_zero_shot_cot_01,0.0,1011000,1011000,3,0,null
v21_zero_shot_cot_01,0.0,1011001,1011001,4,1,null
v21_zero_shot_cot_01,0.0,1011010,1011010,4,1,null
v21_zero_shot_cot_01,0.0,1011011,1011011,5,1,null
v21_zero_shot_cot_01,0.0,1011100,1011100,4,1,null
v21_zero_shot_cot_01,0.0,1011101,1011101,5,1,null
v21_zero_shot_cot_01,0.0,1011110,1011110,5,1,null
v21_zero_shot_cot_01,0.0,1011111,1011111,6,1,null
v21_zero_shot_cot_01,0.0,1100000,1100000,2,0,null
v21_zero_shot_cot_01,0.0,1100001,1100001,3,0,null
v21_zero_shot_cot_01,0.0,1100010,1100010,3,0,null
v21_zero_shot_cot_01,0.0,1100011,1100011,4,1,null
v21_zero_shot_cot_01,0.0,1100100,1100100,3,0,null
v21_zero_shot_cot_01,0.0,1100101,1100101,4,0,null
v21_zero_shot_cot_01,0.0,1100110,1100110,4,1,null
v21_zero_shot_cot_01,0.0,1100111,1100111,5,1,null
v21_zero_shot_cot_01,0.0,1101000,1101000,3,0,null
v21_zero_shot_cot_01,0.0,1101001,1101001,4,1,null
v21_zero_shot_cot_01,0.0,1101010,1101010,4,1,null
v21_zero_shot_cot_01,0.0,1101011,1101011,5,1,null
v21_zero_shot_cot_01,0.0,1101100,1101100,4,1,null
v21_zero_shot_cot_01,0.0,1101101,1101101,5,1,null
v21_zero_shot_cot_01,0.0,1101110,1101110,5,1,null
v21_zero_shot_cot_01,0.0,1101111,1101111,6,1,null
v21_zero_shot_cot_01,0.0,1110000,1110000,3,0,null
v21_zero_shot_cot_01,0.0,1110001,1110001,4,1,null
v21_zero_shot_cot_01,0.0,1110010,1110010,4,1,null
v21_zero_shot_cot_01,0.0,1110011,1110011,5,1,null
v21_zero_shot_cot_01,0.0,1110100,1110100,4,1,null
v21_zero_shot_cot_01,0.0,1110101,1110101,5,1,null
v21_zero_shot_cot_01,0.0,1110110,1110110,5,1,null
v21_zero_shot_cot_01,0.0,1110111,1110111,6,1,null
v21_zero_shot_cot_01,0.0,1111000,1111000,4,1,null
v21_zero_shot_cot_01,0.0,1111001,1111001,5,1,null
v21_zero_shot_cot_01,0.0,1111010,1111010,5,1,null
v21_zero_shot_cot_01,0.0,1111011,1111011,6,1,null
v21_zero_shot_cot_01,0.0,1111100,1111100,5,1,null
v21_zero_shot_cot_01,0.0,1111101,1111101,6,1,null
v21_zero_shot_cot_01,0.0,1111110,1111110,6,1,null
v21_zero_shot_cot_01,0.0,1111111,1111111,7,1,null
