variante,temperatura,configuracao_binaria,configuracao_letras,num_ones,escolha,logprobs_json
v9_lista_completa_meio_pq,0.0,1000100,qpppqpp,2,0,null
v9_lista_completa_meio_pq,0.0,1000101,qpppqpq,3,0,null
v9_lista_completa_meio_pq,0.0,1000110,qpppqqp,3,0,null
v9_lista_completa_meio_pq,0.0,1000111,qpppqqq,4,0,null
v9_lista_completa_meio_pq,0.0,1001000,qppqppp,2,0,null
v9_lista_completa_meio_pq,0.0,1001001,qppqppq,3,0,null
v9_lista_completa_meio_pq,0.0,1001010,qppqpqp,3,0,null
v9_lista_completa_meio_pq,0.0,1001011,qppqpqq,4,1,null
v9_lista_completa_meio_pq,0.0,1001100,qppqqpp,3,0,null
v9_lista_completa_meio_pq,0.0,1001101,qppqqpq,4,1,null
v9_lista_completa_meio_pq,0.0,1001110,qppqqqp,4,1,null
v9_lista_completa_meio_pq,0.0,1001111,qppqqqq,5,1,null
v9_lista_completa_meio_pq,0.0,1010000,qpqpppp,2,0,null
v9_lista_completa_meio_pq,0.0,1010001,qpqpppq,3,0,null
v9_lista_completa_meio_pq,0.0,1010010,qpqppqp,3,0,null
v9_lista_completa_meio_pq,0.0,1010011,qpqppqq,4,0,null
v9_lista_completa_meio_pq,0.0,1010100,qpqpqpp,3,0,null
v9_lista_completa_meio_pq,0.0,1010101,qpqpqpq,4,1,null
v9_lista_completa_meio_pq,0.0,1010110,qpqpqqp,4,1,null
v9_lista_completa_meio_pq,0.0,1010111,qpqpqqq,5,1,null
v9_lista_completa_meio_pq,0.0,1011000,qpqqppp,3,0,null
v9_lista_completa_meio_pq,0.0,1011001,qpqqppq,4,1,null
v9_lista_completa_meio_pq,0.0,1011010,qpqqpqp,4,1,null
v9_lista_completa_meio_pq,0.0,1011011,qpqqpqq,5,1,null
v9_lista_completa_meio_pq,0.0,1011100,qpqqqpp,4,1,null
v9_lista_completa_meio_pq,0.0,1011101,qpqqqpq,5,1,null
v9_lista_completa_meio_pq,0.0,1011110,qpqqqqp,5,1,null
v9_lista_completa_meio_pq,0.0,1011111,qpqqqqq,6,1,null
v9_lista_completa_meio_pq,0.0,1100000,qqppppp,2,0,null
v9_lista_completa_meio_pq,0.0,1100001,qqppppq,3,0,null
v9_lista_completa_meio_pq,0.0,1100010,qqpppqp,3,0,null
v9_lista_completa_meio_pq,0.0,1100011,qqpppqq,4,0,null
v9_lista_completa_meio_pq,0.0,1100100,qqppqpp,3,0,null
v9_lista_completa_meio_pq,0.0,1100101,qqppqpq,4,0,null
v9_lista_completa_meio_pq,0.0,1100110,qqppqqp,4,0,null
v9_lista_completa_meio_pq,0.0,1100111,qqppqqq,5,1,null
v9_lista_completa_meio_pq,0.0,1101000,qqpqppp,3,0,null
v9_lista_completa_meio_pq,0.0,1101001,qqpqppq,4,1,null
v9_lista_completa_meio_pq,0.0,1101010,qqpqpqp,4,1,null
v9_lista_completa_meio_pq,0.0,1101011,qqpqpqq,5,1,null
v9_lista_completa_meio_pq,0.0,1101100,qqpqqpp,4,1,null
v9_lista_completa_meio_pq,0.0,1101101,qqpqqpq,5,1,null
v9_lista_completa_meio_pq,0.0,1101110,qqpqqqp,5,1,null
v9_lista_completa_meio_pq,0.0,1101111,qqpqqqq,6,1,null
v9_lista_completa_meio_pq,0.0,1110000,qqqpppp,3,0,null
v9_lista_completa_meio_pq,0.0,1110001,qqqpppq,4,0,null
v9_lista_completa_meio_pq,0.0,1110010,qqqppqp,4,0,null
v9_lista_completa_meio_pq,0.0,1110011,qqqppqq,5,1,null
v9_lista_completa_meio_pq,0.0,1110100,qqqpqpp,4,0,null
v9_lista_completa_meio_pq,0.0,1110101,qqqpqpq,5,1,null
v9_lista_completa_meio_pq,0.0,1110110,qqqpqqp,5,1,null
v9_lista_completa_meio_pq,0.0,1110111,qqqpqqq,6,1,null
v9_lista_completa_meio_pq,0.0,1111000,qqqqppp,4,1,null
v9_lista_completa_meio_pq,0.0,1111001,qqqqppq,5,1,null
v9_lista_completa_meio_pq,0.0,1111010,qqqqpqp,5,1,null
v9_lista_completa_meio_pq,0.0,1111011,qqqqpqq,6,1,null
v9_lista_completa_meio_pq,0.0,1111100,qqqqqpp,5,1,null
v9_lista_completa_meio_pq,0.0,1111101,qqqqqpq,6,1,null
v9_lista_completa_meio_pq,0.0,1111110,qqqqqqp,6,1,null
v9_lista_completa_meio_pq,0.0,1111111,qqqqqqq,7,1,null
