variante,temperatura,configuracao_binaria,configuracao_letras,num_ones,escolha,logprobs_json
v9_lista_completa_meio_△○,0.0,000100000,△△△○△△△△△,1,0,null
v9_lista_completa_meio_△○,0.0,000100001,△△△○△△△△○,2,0,null
v9_lista_completa_meio_△○,0.0,000100010,△△△○△△△○△,2,0,null
v9_lista_completa_meio_△○,0.0,000100011,△△△○△△△○○,3,0,null
v9_lista_completa_meio_△○,0.0,000100100,△△△○△△○△△,2,0,null
v9_lista_completa_meio_△○,0.0,000100101,△△△○△△○△○,3,0,null
v9_lista_completa_meio_△○,0.0,000100110,△△△○△△○○△,3,0,null
v9_lista_completa_meio_△○,0.0,000100111,△△△○△△○○○,4,0,null
v9_lista_completa_meio_△○,0.0,000101000,△△△○△○△△△,2,0,null
v9_lista_completa_meio_△○,0.0,000101001,△△△○△○△△○,3,0,null
v9_lista_completa_meio_△○,0.0,000101010,△△△○△○△○△,3,0,null
v9_lista_completa_meio_△○,0.0,000101011,△△△○△○△○○,4,0,null
v9_lista_completa_meio_△○,0.0,000101100,△△△○△○○△△,3,0,null
v9_lista_completa_meio_△○,0.0,000101101,△△△○△○○△○,4,0,null
v9_lista_completa_meio_△○,0.0,000101110,△△△○△○○○△,4,0,null
v9_lista_completa_meio_△○,0.0,000101111,△△△○△○○○○,5,0,null
v9_lista_completa_meio_△○,0.0,000110000,△△△○○△△△△,2,0,null
v9_lista_completa_meio_△○,0.0,000110001,△△△○○△△△○,3,0,null
v9_lista_completa_meio_△○,0.0,000110010,△△△○○△△○△,3,0,null
v9_lista_completa_meio_△○,0.0,000110011,△△△○○△△○○,4,0,null
v9_lista_completa_meio_△○,0.0,000110100,△△△○○△○△△,3,0,null
v9_lista_completa_meio_△○,0.0,000110101,△△△○○△○△○,4,0,null
v9_lista_completa_meio_△○,0.0,000110110,△△△○○△○○△,4,0,null
v9_lista_completa_meio_△○,0.0,000110111,△△△○○△○○○,5,1,null
v9_lista_completa_meio_△○,0.0,000111000,△△△○○○△△△,3,0,null
v9_lista_completa_meio_△○,0.0,000111001,△△△○○○△△○,4,0,null
v9_lista_completa_meio_△○,0.0,000111010,△△△○○○△○△,4,0,null
v9_lista_completa_meio_△○,0.0,000111011,△△△○○○△○○,5,1,null
v9_lista_completa_meio_△○,0.0,000111100,△△△○○○○△△,4,1,null
v9_lista_completa_meio_△○,0.0,000111101,△△△○○○○△○,5,1,null
v9_lista_completa_meio_△○,0.0,000111110,△△△○○○○○△,5,1,null
v9_lista_completa_meio_△○,0.0,000111111,△△△○○○○○○,6,1,null
v9_lista_completa_meio_△○,0.0,001000000,△△○△△△△△△,1,0,null
v9_lista_completa_meio_△○,0.0,001000001,△△○△△△△△○,2,0,null
v9_lista_completa_meio_△○,0.0,001000010,△△○△△△△○△,2,0,null
v9_lista_completa_meio_△○,0.0,001000011,△△○△△△△○○,3,0,null
v9_lista_completa_meio_△○,0.0,001000100,△△○△△△○△△,2,0,null
v9_lista_completa_meio_△○,0.0,001000101,△△○△△△○△○,3,0,null
v9_lista_completa_meio_△○,0.0,001000110,△△○△△△○○△,3,0,null
v9_lista_completa_meio_△○,0.0,001000111,△△○△△△○○○,4,0,null
v9_lista_completa_meio_△○,0.0,001001000,△△○△△○△△△,2,0,null
v9_lista_completa_meio_△○,0.0,001001001,△△○△△○△△○,3,0,null
v9_lista_completa_meio_△○,0.0,001001010,△△○△△○△○△,3,0,null
v9_lista_completa_meio_△○,0.0,001001011,△△○△△○△○○,4,0,null
v9_lista_completa_meio_△○,0.0,001001100,△△○△△○○△△,3,0,null
v9_lista_completa_meio_△○,0.0,001001101,△△○△△○○△○,4,0,null
v9_lista_completa_meio_△○,0.0,001001110,△△○△△○○○△,4,0,null
v9_lista_completa_meio_△○,0.0,001001111,△△○△△○○○○,5,0,null
v9_lista_completa_meio_△○,0.0,001010000,△△○△○△△△△,2,0,null
v9_lista_completa_meio_△○,0.0,001010001,△△○△○△△△○,3,0,null
v9_lista_completa_meio_△○,0.0,001010010,△△○△○△△○△,3,0,null
v9_lista_completa_meio_△○,0.0,001010011,△△○△○△△○○,4,0,null
v9_lista_completa_meio_△○,0.0,001010100,△△○△○△○△△,3,0,null
v9_lista_completa_meio_△○,0.0,001010101,△△○△○△○△○,4,0,null
v9_lista_completa_meio_△○,0.0,001010110,△△○△○△○○△,4,0,null
v9_lista_completa_meio_△○,0.0,001010111,△△○△○△○○○,5,0,null
v9_lista_completa_meio_△○,0.0,001011000,△△○△○○△△△,3,0,null
v9_lista_completa_meio_△○,0.0,001011001,△△○△○○△△○,4,0,null
v9_lista_completa_meio_△○,0.0,001011010,△△○△○○△○△,4,0,null
v9_lista_completa_meio_△○,0.0,001011011,△△○△○○△○○,5,1,null
v9_lista_completa_meio_△○,0.0,001011100,△△○△○○○△△,4,0,null
v9_lista_completa_meio_△○,0.0,001011101,△△○△○○○△○,5,1,null
v9_lista_completa_meio_△○,0.0,001011110,△△○△○○○○△,5,1,null
v9_lista_completa_meio_△○,0.0,001011111,△△○△○○○○○,6,1,null
v9_lista_completa_meio_△○,0.0,001100000,△△○○△△△△△,2,0,null
v9_lista_completa_meio_△○,0.0,001100001,△△○○△△△△○,3,0,null
v9_lista_completa_meio_△○,0.0,001100010,△△○○△△△○△,3,0,null
v9_lista_completa_meio_△○,0.0,001100011,△△○○△△△○○,4,0,null
v9_lista_completa_meio_△○,0.0,001100100,△△○○△△○△△,3,0,null
v9_lista_completa_meio_△○,0.0,001100101,△△○○△△○△○,4,0,null
v9_lista_completa_meio_△○,0.0,001100110,△△○○△△○○△,4,0,null
v9_lista_completa_meio_△○,0.0,001100111,△△○○△△○○○,5,0,null
v9_lista_completa_meio_△○,0.0,001101000,△△○○△○△△△,3,0,null
v9_lista_completa_meio_△○,0.0,001101001,△△○○△○△△○,4,0,null
v9_lista_completa_meio_△○,0.0,001101010,△△○○△○△○△,4,0,null
v9_lista_completa_meio_△○,0.0,001101011,△△○○△○△○○,5,0,null
v9_lista_completa_meio_△○,0.0,001101100,△△○○△○○△△,4,0,null
v9_lista_completa_meio_△○,0.0,001101101,△△○○△○○△○,5,0,null
v9_lista_completa_meio_△○,0.0,001101110,△△○○△○○○△,5,0,null
v9_lista_completa_meio_△○,0.0,001101111,△△○○△○○○○,6,1,null
v9_lista_completa_meio_△○,0.0,001110000,△△○○○△△△△,3,0,null
v9_lista_completa_meio_△○,0.0,001110001,△△○○○△△△○,4,0,null
v9_lista_completa_meio_△○,0.0,001110010,△△○○○△△○△,4,0,null
v9_lista_completa_meio_△○,0.0,001110011,△△○○○△△○○,5,1,null
v9_lista_completa_meio_△○,0.0,001110100,△△○○○△○△△,4,0,null
v9_lista_completa_meio_△○,0.0,001110101,△△○○○△○△○,5,1,null
v9_lista_completa_meio_△○,0.0,001110110,△△○○○△○○△,5,1,null
v9_lista_completa_meio_△○,0.0,001110111,△△○○○△○○○,6,1,null
v9_lista_completa_meio_△○,0.0,001111000,△△○○○○△△△,4,0,null
v9_lista_completa_meio_△○,0.0,001111001,△△○○○○△△○,5,1,null
v9_lista_completa_meio_△○,0.0,001111010,△△○○○○△○△,5,1,null
v9_lista_completa_meio_△○,0.0,001111011,△△○○○○△○○,6,1,null
v9_lista_completa_meio_△○,0.0,001111100,△△○○○○○△△,5,1,null
v9_lista_completa_meio_△○,0.0,001111101,△△○○○○○△○,6,1,null
v9_lista_completa_meio_△○,0.0,001111110,△△○○○○○○△,6,1,null
v9_lista_completa_meio_△○,0.0,001111111,△△○○○○○○○,7,1,null
v9_lista_completa_meio_△○,0.0,010000000,△○△△△△△△△,1,0,null
v9_lista_completa_meio_△○,0.0,010000001,△○△△△△△△○,2,0,null
v9_lista_completa_meio_△○,0.0,010000010,△○△△△△△○△,2,0,null
v9_lista_completa_meio_△○,0.0,010000011,△○△△△△△○○,3,0,null
v9_lista_completa_meio_△○,0.0,010000100,△○△△△△○△△,2,0,null
v9_lista_completa_meio_△○,0.0,010000101,△○△△△△○△○,3,0,null
v9_lista_completa_meio_△○,0.0,010000110,△○△△△△○○△,3,0,null
v9_lista_completa_meio_△○,0.0,010000111,△○△△△△○○○,4,0,null
v9_lista_completa_meio_△○,0.0,010001000,△○△△△○△△△,2,0,null
v9_lista_completa_meio_△○,0.0,010001001,△○△△△○△△○,3,0,null
v9_lista_completa_meio_△○,0.0,010001010,△○△△△○△○△,3,0,null
v9_lista_completa_meio_△○,0.0,010001011,△○△△△○△○○,4,0,null
v9_lista_completa_meio_△○,0.0,010001100,△○△△△○○△△,3,0,null
v9_lista_completa_meio_△○,0.0,010001101,△○△△△○○△○,4,0,null
v9_lista_completa_meio_△○,0.0,010001110,△○△△△○○○△,4,0,null
v9_lista_completa_meio_△○,0.0,010001111,△○△△△○○○○,5,0,null
v9_lista_completa_meio_△○,0.0,010010000,△○△△○△△△△,2,0,null
v9_lista_completa_meio_△○,0.0,010010001,△○△△○△△△○,3,0,null
v9_lista_completa_meio_△○,0.0,010010010,△○△△○△△○△,3,0,null
v9_lista_completa_meio_△○,0.0,010010011,△○△△○△△○○,4,0,null
v9_lista_completa_meio_△○,0.0,010010100,△○△△○△○△△,3,0,null
v9_lista_completa_meio_△○,0.0,010010101,△○△△○△○△○,4,0,null
v9_lista_completa_meio_△○,0.0,010010110,△○△△○△○○△,4,0,null
v9_lista_completa_meio_△○,0.0,010010111,△○△△○△○○○,5,1,null
v9_lista_completa_meio_△○,0.0,010011000,△○△△○○△△△,3,0,null
v9_lista_completa_meio_△○,0.0,010011001,△○△△○○△△○,4,0,null
v9_lista_completa_meio_△○,0.0,010011010,△○△△○○△○△,4,0,null
v9_lista_completa_meio_△○,0.0,010011011,△○△△○○△○○,5,1,null
v9_lista_completa_meio_△○,0.0,010011100,△○△△○○○△△,4,0,null
v9_lista_completa_meio_△○,0.0,010011101,△○△△○○○△○,5,1,null
v9_lista_completa_meio_△○,0.0,010011110,△○△△○○○○△,5,1,null
v9_lista_completa_meio_△○,0.0,010011111,△○△△○○○○○,6,1,null
v9_lista_completa_meio_△○,0.0,010100000,△○△○△△△△△,2,0,null
v9_lista_completa_meio_△○,0.0,010100001,△○△○△△△△○,3,0,null
v9_lista_completa_meio_△○,0.0,010100010,△○△○△△△○△,3,0,null
v9_lista_completa_meio_△○,0.0,010100011,△○△○△△△○○,4,0,null
v9_lista_completa_meio_△○,0.0,010100100,△○△○△△○△△,3,0,null
v9_lista_completa_meio_△○,0.0,010100101,△○△○△△○△○,4,0,null
v9_lista_completa_meio_△○,0.0,010100110,△○△○△△○○△,4,0,null
v9_lista_completa_meio_△○,0.0,010100111,△○△○△△○○○,5,0,null
v9_lista_completa_meio_△○,0.0,010101000,△○△○△○△△△,3,0,null
v9_lista_completa_meio_△○,0.0,010101001,△○△○△○△△○,4,0,null
v9_lista_completa_meio_△○,0.0,010101010,△○△○△○△○△,4,0,null
v9_lista_completa_meio_△○,0.0,010101011,△○△○△○△○○,5,0,null
v9_lista_completa_meio_△○,0.0,010101100,△○△○△○○△△,4,0,null
v9_lista_completa_meio_△○,0.0,010101101,△○△○△○○△○,5,0,null
v9_lista_completa_meio_△○,0.0,010101110,△○△○△○○○△,5,0,null
v9_lista_completa_meio_△○,0.0,010101111,△○△○△○○○○,6,1,null
v9_lista_completa_meio_△○,0.0,010110000,△○△○○△△△△,3,0,null
v9_lista_completa_meio_△○,0.0,010110001,△○△○○△△△○,4,0,null
v9_lista_completa_meio_△○,0.0,010110010,△○△○○△△○△,4,0,null
v9_lista_completa_meio_△○,0.0,010110011,△○△○○△△○○,5,1,null
v9_lista_completa_meio_△○,0.0,010110100,△○△○○△○△△,4,0,null
v9_lista_completa_meio_△○,0.0,010110101,△○△○○△○△○,5,1,null
v9_lista_completa_meio_△○,0.0,010110110,△○△○○△○○△,5,1,null
v9_lista_completa_meio_△○,0.0,010110111,△○△○○△○○○,6,1,null
v9_lista_completa_meio_△○,0.0,010111000,△○△○○○△△△,4,0,null
v9_lista_completa_meio_△○,0.0,010111001,△○△○○○△△○,5,1,null
v9_lista_completa_meio_△○,0.0,010111010,△○△○○○△○△,5,1,null
v9_lista_completa_meio_△○,0.0,010111011,△○△○○○△○○,6,1,null
v9_lista_completa_meio_△○,0.0,010111100,△○△○○○○△△,5,1,null
v9_lista_completa_meio_△○,0.0,010111101,△○△○○○○△○,6,1,null
v9_lista_completa_meio_△○,0.0,010111110,△○△○○○○○△,6,1,null
v9_lista_completa_meio_△○,0.0,010111111,△○△○○○○○○,7,1,null
v9_lista_completa_meio_△○,0.0,011000000,△○○△△△△△△,2,0,null
v9_lista_completa_meio_△○,0.0,011000001,△○○△△△△△○,3,0,null
v9_lista_completa_meio_△○,0.0,011000010,△○○△△△△○△,3,0,null
v9_lista_completa_meio_△○,0.0,011000011,△○○△△△△○○,4,0,null
v9_lista_completa_meio_△○,0.0,011000100,△○○△△△○△△,3,0,null
v9_lista_completa_meio_△○,0.0,011000101,△○○△△△○△○,4,0,null
v9_lista_completa_meio_△○,0.0,011000110,△○○△△△○○△,4,0,null
v9_lista_completa_meio_△○,0.0,011000111,△○○△△△○○○,5,0,null
v9_lista_completa_meio_△○,0.0,011001000,△○○△△○△△△,3,0,null
v9_lista_completa_meio_△○,0.0,011001001,△○○△△○△△○,4,0,null
v9_lista_completa_meio_△○,0.0,011001010,△○○△△○△○△,4,0,null
v9_lista_completa_meio_△○,0.0,011001011,△○○△△○△○○,5,0,null
v9_lista_completa_meio_△○,0.0,011001100,△○○△△○○△△,4,0,null
v9_lista_completa_meio_△○,0.0,011001101,△○○△△○○△○,5,0,null
v9_lista_completa_meio_△○,0.0,011001110,△○○△△○○○△,5,0,null
v9_lista_completa_meio_△○,0.0,011001111,△○○△△○○○○,6,0,null
v9_lista_completa_meio_△○,0.0,011010000,△○○△○△△△△,3,0,null
v9_lista_completa_meio_△○,0.0,011010001,△○○△○△△△○,4,0,null
v9_lista_completa_meio_△○,0.0,011010010,△○○△○△△○△,4,0,null
v9_lista_completa_meio_△○,0.0,011010011,△○○△○△△○○,5,0,null
v9_lista_completa_meio_△○,0.0,011010100,△○○△○△○△△,4,0,null
v9_lista_completa_meio_△○,0.0,011010101,△○○△○△○△○,5,1,null
v9_lista_completa_meio_△○,0.0,011010110,△○○△○△○○△,5,1,null
v9_lista_completa_meio_△○,0.0,011010111,△○○△○△○○○,6,1,null
v9_lista_completa_meio_△○,0.0,011011000,△○○△○○△△△,4,0,null
v9_lista_completa_meio_△○,0.0,011011001,△○○△○○△△○,5,1,null
v9_lista_completa_meio_△○,0.0,011011010,△○○△○○△○△,5,1,null
v9_lista_completa_meio_△○,0.0,011011011,△○○△○○△○○,6,1,null
v9_lista_completa_meio_△○,0.0,011011100,△○○△○○○△△,5,1,null
v9_lista_completa_meio_△○,0.0,011011101,△○○△○○○△○,6,1,null
v9_lista_completa_meio_△○,0.0,011011110,△○○△○○○○△,6,1,null
v9_lista_completa_meio_△○,0.0,011011111,△○○△○○○○○,7,1,null
v9_lista_completa_meio_△○,0.0,011100000,△○○○△△△△△,3,0,null
v9_lista_completa_meio_△○,0.0,011100001,△○○○△△△△○,4,0,null
v9_lista_completa_meio_△○,0.0,011100010,△○○○△△△○△,4,0,null
v9_lista_completa_meio_△○,0.0,011100011,△○○○△△△○○,5,0,null
v9_lista_completa_meio_△○,0.0,011100100,△○○○△△○△△,4,0,null
v9_lista_completa_meio_△○,0.0,011100101,△○○○△△○△○,5,0,null
v9_lista_completa_meio_△○,0.0,011100110,△○○○△△○○△,5,0,null
v9_lista_completa_meio_△○,0.0,011100111,△○○○△△○○○,6,0,null
v9_lista_completa_meio_△○,0.0,011101000,△○○○△○△△△,4,0,null
v9_lista_completa_meio_△○,0.0,011101001,△○○○△○△△○,5,0,null
v9_lista_completa_meio_△○,0.0,011101010,△○○○△○△○△,5,0,null
v9_lista_completa_meio_△○,0.0,011101011,△○○○△○△○○,6,0,null
v9_lista_completa_meio_△○,0.0,011101100,△○○○△○○△△,5,0,null
v9_lista_completa_meio_△○,0.0,011101101,△○○○△○○△○,6,1,null
v9_lista_completa_meio_△○,0.0,011101110,△○○○△○○○△,6,1,null
v9_lista_completa_meio_△○,0.0,011101111,△○○○△○○○○,7,1,null
v9_lista_completa_meio_△○,0.0,011110000,△○○○○△△△△,4,0,null
v9_lista_completa_meio_△○,0.0,011110001,△○○○○△△△○,5,0,null
v9_lista_completa_meio_△○,0.0,011110010,△○○○○△△○△,5,0,null
v9_lista_completa_meio_△○,0.0,011110011,△○○○○△△○○,6,1,null
v9_lista_completa_meio_△○,0.0,011110100,△○○○○△○△△,5,1,null
v9_lista_completa_meio_△○,0.0,011110101,△○○○○△○△○,6,1,null
v9_lista_completa_meio_△○,0.0,011110110,△○○○○△○○△,6,1,null
v9_lista_completa_meio_△○,0.0,011110111,△○○○○△○○○,7,1,null
v9_lista_completa_meio_△○,0.0,011111000,△○○○○○△△△,5,1,null
v9_lista_completa_meio_△○,0.0,011111001,△○○○○○△△○,6,1,null
v9_lista_completa_meio_△○,0.0,011111010,△○○○○○△○△,6,1,null
v9_lista_completa_meio_△○,0.0,011111011,△○○○○○△○○,7,1,null
v9_lista_completa_meio_△○,0.0,011111100,△○○○○○○△△,6,1,null
v9_lista_completa_meio_△○,0.0,011111101,△○○○○○○△○,7,1,null
v9_lista_completa_meio_△○,0.0,011111110,△○○○○○○○△,7,1,null
v9_lista_completa_meio_△○,0.0,011111111,△○○○○○○○○,8,1,null
v9_lista_completa_meio_△○,0.0,100000000,○△△△△△△△△,1,0,null
v9_lista_completa_meio_△○,0.0,100000001,○△△△△△△△○,2,0,null
v9_lista_completa_meio_△○,0.0,100000010,○△△△△△△○△,2,0,null
v9_lista_completa_meio_△○,0.0,100000011,○△△△△△△○○,3,0,null
v9_lista_completa_meio_△○,0.0,100000100,○△△△△△○△△,2,0,null
v9_lista_completa_meio_△○,0.0,100000101,○△△△△△○△○,3,0,null
v9_lista_completa_meio_△○,0.0,100000110,○△△△△△○○△,3,0,null
v9_lista_completa_meio_△○,0.0,100000111,○△△△△△○○○,4,0,null
v9_lista_completa_meio_△○,0.0,100001000,○△△△△○△△△,2,0,null
v9_lista_completa_meio_△○,0.0,100001001,○△△△△○△△○,3,0,null
v9_lista_completa_meio_△○,0.0,100001010,○△△△△○△○△,3,0,null
v9_lista_completa_meio_△○,0.0,100001011,○△△△△○△○○,4,0,null
v9_lista_completa_meio_△○,0.0,100001100,○△△△△○○△△,3,0,null
v9_lista_completa_meio_△○,0.0,100001101,○△△△△○○△○,4,0,null
v9_lista_completa_meio_△○,0.0,100001110,○△△△△○○○△,4,0,null
v9_lista_completa_meio_△○,0.0,100001111,○△△△△○○○○,5,0,null
v9_lista_completa_meio_△○,0.0,100010000,○△△△○△△△△,2,0,null
v9_lista_completa_meio_△○,0.0,100010001,○△△△○△△△○,3,0,null
v9_lista_completa_meio_△○,0.0,100010010,○△△△○△△○△,3,0,null
v9_lista_completa_meio_△○,0.0,100010011,○△△△○△△○○,4,0,null
v9_lista_completa_meio_△○,0.0,100010100,○△△△○△○△△,3,0,null
v9_lista_completa_meio_△○,0.0,100010101,○△△△○△○△○,4,0,null
v9_lista_completa_meio_△○,0.0,100010110,○△△△○△○○△,4,0,null
v9_lista_completa_meio_△○,0.0,100010111,○△△△○△○○○,5,0,null
v9_lista_completa_meio_△○,0.0,100011000,○△△△○○△△△,3,0,null
v9_lista_completa_meio_△○,0.0,100011001,○△△△○○△△○,4,0,null
v9_lista_completa_meio_△○,0.0,100011010,○△△△○○△○△,4,0,null
v9_lista_completa_meio_△○,0.0,100011011,○△△△○○△○○,5,0,null
v9_lista_completa_meio_△○,0.0,100011100,○△△△○○○△△,4,0,null
v9_lista_completa_meio_△○,0.0,100011101,○△△△○○○△○,5,1,null
v9_lista_completa_meio_△○,0.0,100011110,○△△△○○○○△,5,1,null
v9_lista_completa_meio_△○,0.0,100011111,○△△△○○○○○,6,1,null
v9_lista_completa_meio_△○,0.0,100100000,○△△○△△△△△,2,0,null
v9_lista_completa_meio_△○,0.0,100100001,○△△○△△△△○,3,0,null
v9_lista_completa_meio_△○,0.0,100100010,○△△○△△△○△,3,0,null
v9_lista_completa_meio_△○,0.0,100100011,○△△○△△△○○,4,0,null
v9_lista_completa_meio_△○,0.0,100100100,○△△○△△○△△,3,0,null
v9_lista_completa_meio_△○,0.0,100100101,○△△○△△○△○,4,0,null
v9_lista_completa_meio_△○,0.0,100100110,○△△○△△○○△,4,0,null
v9_lista_completa_meio_△○,0.0,100100111,○△△○△△○○○,5,0,null
v9_lista_completa_meio_△○,0.0,100101000,○△△○△○△△△,3,0,null
v9_lista_completa_meio_△○,0.0,100101001,○△△○△○△△○,4,0,null
v9_lista_completa_meio_△○,0.0,100101010,○△△○△○△○△,4,0,null
v9_lista_completa_meio_△○,0.0,100101011,○△△○△○△○○,5,0,null
v9_lista_completa_meio_△○,0.0,100101100,○△△○△○○△△,4,0,null
v9_lista_completa_meio_△○,0.0,100101101,○△△○△○○△○,5,0,null
v9_lista_completa_meio_△○,0.0,100101110,○△△○△○○○△,5,0,null
v9_lista_completa_meio_△○,0.0,100101111,○△△○△○○○○,6,0,null
v9_lista_completa_meio_△○,0.0,100110000,○△△○○△△△△,3,0,null
v9_lista_completa_meio_△○,0.0,100110001,○△△○○△△△○,4,0,null
v9_lista_completa_meio_△○,0.0,100110010,○△△○○△△○△,4,0,null
v9_lista_completa_meio_△○,0.0,100110011,○△△○○△△○○,5,1,null
v9_lista_completa_meio_△○,0.0,100110100,○△△○○△○△△,4,0,null
v9_lista_completa_meio_△○,0.0,100110101,○△△○○△○△○,5,1,null
v9_lista_completa_meio_△○,0.0,100110110,○△△○○△○○△,5,1,null
v9_lista_completa_meio_△○,0.0,100110111,○△△○○△○○○,6,1,null
v9_lista_completa_meio_△○,0.0,100111000,○△△○○○△△△,4,0,null
v9_lista_completa_meio_△○,0.0,100111001,○△△○○○△△○,5,1,null
v9_lista_completa_meio_△○,0.0,100111010,○△△○○○△○△,5,1,null
v9_lista_completa_meio_△○,0.0,100111011,○△△○○○△○○,6,1,null
v9_lista_completa_meio_△○,0.0,100111100,○△△○○○○△△,5,1,null
v9_lista_completa_meio_△○,0.0,100111101,○△△○○○○△○,6,1,null
v9_lista_completa_meio_△○,0.0,100111110,○△△○○○○○△,6,1,null
v9_lista_completa_meio_△○,0.0,100111111,○△△○○○○○○,7,1,null
v9_lista_completa_meio_△○,0.0,101000000,○△○△△△△△△,2,0,null
v9_lista_completa_meio_△○,0.0,101000001,○△○△△△△△○,3,0,null
v9_lista_completa_meio_△○,0.0,101000010,○△○△△△△○△,3,0,null
v9_lista_completa_meio_△○,0.0,101000011,○△○△△△△○○,4,0,null
v9_lista_completa_meio_△○,0.0,101000100,○△○△△△○△△,3,0,null
v9_lista_completa_meio_△○,0.0,101000101,○△○△△△○△○,4,0,null
v9_lista_completa_meio_△○,0.0,101000110,○△○△△△○○△,4,0,null
v9_lista_completa_meio_△○,0.0,101000111,○△○△△△○○○,5,0,null
v9_lista_completa_meio_△○,0.0,101001000,○△○△△○△△△,3,0,null
v9_lista_completa_meio_△○,0.0,101001001,○△○△△○△△○,4,0,null
v9_lista_completa_meio_△○,0.0,101001010,○△○△△○△○△,4,0,null
v9_lista_completa_meio_△○,0.0,101001011,○△○△△○△○○,5,0,null
v9_lista_completa_meio_△○,0.0,101001100,○△○△△○○△△,4,0,null
v9_lista_completa_meio_△○,0.0,101001101,○△○△△○○△○,5,0,null
v9_lista_completa_meio_△○,0.0,101001110,○△○△△○○○△,5,0,null
v9_lista_completa_meio_△○,0.0,101001111,○△○△△○○○○,6,0,null
v9_lista_completa_meio_△○,0.0,101010000,○△○△○△△△△,3,0,null
v9_lista_completa_meio_△○,0.0,101010001,○△○△○△△△○,4,0,null
v9_lista_completa_meio_△○,0.0,101010010,○△○△○△△○△,4,0,null
v9_lista_completa_meio_△○,0.0,101010011,○△○△○△△○○,5,1,null
v9_lista_completa_meio_△○,0.0,101010100,○△○△○△○△△,4,1,null
v9_lista_completa_meio_△○,0.0,101010101,○△○△○△○△○,5,1,null
v9_lista_completa_meio_△○,0.0,101010110,○△○△○△○○△,5,1,null
v9_lista_completa_meio_△○,0.0,101010111,○△○△○△○○○,6,1,null
v9_lista_completa_meio_△○,0.0,101011000,○△○△○○△△△,4,0,null
v9_lista_completa_meio_△○,0.0,101011001,○△○△○○△△○,5,1,null
v9_lista_completa_meio_△○,0.0,101011010,○△○△○○△○△,5,1,null
v9_lista_completa_meio_△○,0.0,101011011,○△○△○○△○○,6,1,null
v9_lista_completa_meio_△○,0.0,101011100,○△○△○○○△△,5,1,null
v9_lista_completa_meio_△○,0.0,101011101,○△○△○○○△○,6,1,null
v9_lista_completa_meio_△○,0.0,101011110,○△○△○○○○△,6,1,null
v9_lista_completa_meio_△○,0.0,101011111,○△○△○○○○○,7,1,null
v9_lista_completa_meio_△○,0.0,101100000,○△○○△△△△△,3,0,null
v9_lista_completa_meio_△○,0.0,101100001,○△○○△△△△○,4,0,null
v9_lista_completa_meio_△○,0.0,101100010,○△○○△△△○△,4,0,null
v9_lista_completa_meio_△○,0.0,101100011,○△○○△△△○○,5,0,null
